complaint_text,category,source
There is a waste management problem involving receptacle violation near the hospital.,garbage,v2_original
The community would like to report that vehicles are struggling because of the rough road near the playground. motorcyclists could easily lose control. Residents are requesting assistance.,roads,v3_natural_augmentation
plastic and household rubbish have been dumped beside the public walkway.,garbage,v3_natural_augmentation
People in the area are affected by electrical wiring defective/exposed near the school. Please take the necessary action.,electricity,v2_original
This environmental problem involves chemical odor on the main road. Please arrange an inspection.,environment,v2_original
There appears to be power outage outside our building. Please send the responsible team to inspect the area.,electricity,v2_original
There appears to be slow leak near our house. The problem has been continuing for some time.,water_supply,v2_original
"Please investigate oil spill on street, small near the public market. Please take the necessary action.",environment,v2_original
Residents report that there is an abandoned pile of waste near the school.,garbage,v3_natural_augmentation
Residents are requesting action regarding air: other air problem on the main road. Please investigate this issue.,environment,v2_original
"Please repair rough, pitted or cracked roads in our neighbourhood.",roads,v2_original
"Cloudy Or Milky, Other is affecting the local water supply near our house.",water_supply,v2_original
there is a strong unpleasant industrial odour outside the hospital.,environment,v3_natural_augmentation
We would like to report broken curb near the public market. Residents are requesting assistance.,roads,v2_original
Residents are reporting catch basin clogged/flooding in our neighbourhood. We would appreciate assistance with this problem.,drainage,v2_original
There appears to be street light lamp dim near the school. We would appreciate assistance with this problem.,electricity,v2_original
"Please repair rough, pitted or cracked roads near the school. Please take the necessary action.",roads,v2_original
Residents are concerned about failed street repair in our neighbourhood.,roads,v2_original
The electrical system needs attention because of street light lamp dim on the main road. Residents are requesting assistance.,electricity,v2_original
"near the junction, there is an abandoned pile of waste. the area has become very dirty and unpleasant. Please take the necessary action.",garbage,v3_natural_augmentation
"Residents are requesting action regarding air: odor/fumes, vehicle idling near the hospital. Please send the responsible team to inspect the area.",environment,v2_original
The area needs cleaning because of bulk-missed recy collection close to the bus stop. Residents are requesting assistance.,garbage,v2_original
The road surface is damaged due to failed street repair near the public market.,roads,v2_original
Residents are concerned about curb defect-metal protruding along the roadside. Please resolve this problem as soon as possible.,roads,v2_original
"Residents are concerned about oil spill on street, large near the hospital. Residents are requesting assistance.",environment,v2_original
There is a public complaint because there is a strong unpleasant industrial odour outside our building. the problem is affecting the surrounding environment. Please address this issue.,environment,v3_natural_augmentation
We are experiencing a problem where a live electrical cable appears to be exposed near the public market. the outage is disrupting normal daily activities. Please address this issue.,electricity,v3_natural_augmentation
Street Cond/Dump-Out/Drop-Off is creating an unsanitary condition close to the town centre. Residents are requesting assistance.,garbage,v2_original
People living nearby have noticed that people are dumping household waste in this area near the hospital. flies and stray animals are gathering around the waste. Please arrange an inspection.,garbage,v3_natural_augmentation
We are experiencing a problem where a strong chemical smell is coming from a nearby property close to the bus stop. children and elderly residents are being exposed. Residents are requesting assistance.,environment,v3_natural_augmentation
The electricity service has a problem with lamppost wire exposed along the roadside.,electricity,v2_original
Residents have reported that a strong chemical smell is coming from a nearby property near the public market. the air is becoming difficult to breathe. Please arrange an inspection.,environment,v3_natural_augmentation
Residents have reported that a utility pole is leaning towards the road near the community centre. people are concerned that someone could receive an electric shock. We would appreciate prompt assistance.,electricity,v3_natural_augmentation
Improper Disposal is creating an unsanitary condition near the school. Please take the necessary action.,garbage,v2_original
the supplied water has an unusual taste near the public market. Please take the necessary action.,water_supply,v3_natural_augmentation
large amounts of dust are affecting the surrounding area near the railway station. children and elderly residents are being exposed.,environment,v3_natural_augmentation
There appears to be lighting near the hospital. This issue needs urgent attention.,electricity,v2_original
Please inspect the electrical issue involving lamppost knocked down in the residential area.,electricity,v2_original
There is a water supply issue involving possible water main break in the residential area. This issue needs urgent attention.,water_supply,v2_original
There is defective hardware near the school.,roads,v2_original
Residents are concerned about curb defect-metal protruding near the junction. Please resolve this problem as soon as possible.,roads,v2_original
Cave-in is causing difficulties for vehicles in the residential area. Please send the responsible team to inspect the area.,roads,v2_original
People in the area are affected by street light out near the hospital. Please arrange an inspection.,electricity,v2_original
"near the public market, wastewater is backing up from the drainage system. dirty water is collecting around nearby houses. The responsible department should inspect the area.",drainage,v3_natural_augmentation
"Cloudy Or Milky, Other is affecting the local water supply close to the bus stop. This issue needs urgent attention.",water_supply,v2_original
There is sewage leak in the residential area. Please take the necessary action.,drainage,v2_original
People living nearby have noticed that an oily substance has been released onto the ground beside the public road. residents are requesting an environmental inspection. Residents would like this problem resolved.,environment,v3_natural_augmentation
People living nearby have noticed that people are dumping household waste in this area near the junction. children and pedestrians have to pass close to the rubbish. The responsible department should inspect the area.,garbage,v3_natural_augmentation
The drainage system is affected by culvert blocked/needs cleaning in our neighbourhood. Please resolve this problem as soon as possible.,drainage,v2_original
This environmental problem involves chemical vapors/gases/odors close to the town centre.,environment,v2_original
There is a water supply issue involving possible water main break near the hospital. The problem has been continuing for some time.,water_supply,v2_original
Please inspect the electrical issue involving multiple street lights out near the public market.,electricity,v2_original
The community would like to report that the main water line appears to be leaking near the hospital. a large amount of clean water is being wasted. Residents would like this problem resolved.,water_supply,v3_natural_augmentation
The drainage issue appears to involve street flooding close to the town centre. Please investigate this issue.,drainage,v2_original
"Residents are requesting action regarding air: smoke, vehicular near the public market. This is causing inconvenience to the public.",environment,v2_original
Please resolve the drainage issue involving catch basin clogged/flooding in our neighbourhood. This is causing inconvenience to the public.,drainage,v2_original
The drainage system is affected by ponding in the residential area. Please take the necessary action.,drainage,v2_original
Dirty Area/Alleyway is creating an unsanitary condition near the junction. This is causing inconvenience to the public.,garbage,v2_original
"We have noticed air: smoke, chimney or vent in our neighbourhood.",environment,v2_original
Failed Street Repair is causing difficulties for vehicles on the main road. Please arrange an inspection.,roads,v2_original
People in the area are experiencing hydrant leaking near the junction.,water_supply,v2_original
"There is a water supply issue involving taste/odor, bitter/metallic near our house.",water_supply,v2_original
Drivers are facing problems because of failed street repair in our neighbourhood. Please resolve this problem as soon as possible.,roads,v2_original
Please investigate the water problem caused by low water pressure near the school.,water_supply,v2_original
People in the area are experiencing possible water main break near our house. We would appreciate assistance with this problem.,water_supply,v2_original
The community would like to report that the street lighting has stopped working beside the public road. people are concerned that someone could receive an electric shock. Residents would like this problem resolved.,electricity,v3_natural_augmentation
Residents have reported that the supplied water has an unusual taste close to the town centre. residents need the water service restored. Please address this issue.,water_supply,v3_natural_augmentation
"We have noticed air: smoke, vehicular close to the town centre.",environment,v2_original
Street Cond/Dump-Out/Drop-Off is creating an unsanitary condition along the roadside. Please take the necessary action.,garbage,v2_original
The road surface is damaged due to wear & tear in our neighbourhood. Please arrange an inspection.,roads,v2_original
Residents have reported that a section of the road has sunk at the village entrance. vehicles are having difficulty passing safely.,roads,v3_natural_augmentation
Waste has become a problem due to improper disposal in the residential area. This issue needs urgent attention.,garbage,v2_original
This environmental problem involves large number of mosquitoes near our house.,environment,v2_original
rotting garbage has accumulated near the community centre. We would appreciate prompt assistance.,garbage,v3_natural_augmentation
"We have noticed air: smoke, chimney or vent outside our building.",environment,v2_original
Waste has become a problem due to missed recycling paper near the school. We would appreciate assistance with this problem.,garbage,v2_original
There is street light lamp dim along the roadside. Please take the necessary action.,electricity,v2_original
Residents have reported that several bags of garbage are lying in the open in the residential area. a strong bad smell is spreading nearby. Please address this issue.,garbage,v3_natural_augmentation
We are experiencing a problem where the road has developed a large cave-in in our neighbourhood. the road is difficult to use safely at night. Please arrange an inspection.,roads,v3_natural_augmentation
Wastewater problems have occurred due to street flooding on the main road. The problem has been continuing for some time.,drainage,v2_original
water service has been interrupted near the junction. Please send the appropriate team to inspect this problem.,water_supply,v3_natural_augmentation
People in the area are affected by power outage near the hospital.,electricity,v2_original
People living nearby have noticed that there is a major leak in the water line near our houses. a large amount of clean water is being wasted. Residents are requesting assistance.,water_supply,v3_natural_augmentation
Our area is facing slow leak outside our building. Please resolve this problem as soon as possible.,water_supply,v2_original
Vehicles are being affected by defective hardware in the residential area. This is causing inconvenience to the public.,roads,v2_original
The road has curb defect-metal protruding near the hospital.,roads,v2_original
People living nearby have noticed that the street lighting has stopped working near the junction. the electrical fault needs to be inspected. The responsible department should inspect the area.,electricity,v3_natural_augmentation
"The road needs attention because of rough, pitted or cracked roads on the main road.",roads,v2_original
People in the area are experiencing possible water main break along the roadside. Please investigate this issue.,water_supply,v2_original
people are dumping household waste in this area beside the public road. the area has become very dirty and unpleasant. Please address this issue.,garbage,v3_natural_augmentation
There is a public complaint because clean water is leaking continuously from a pipe in our neighbourhood. residents cannot complete their daily household work. Please take the necessary action.,water_supply,v3_natural_augmentation
Residents have reported outlet/switch near our house. Please investigate this issue.,electricity,v2_original
There is a waste management problem involving loose rubbish close to the town centre. Residents are requesting assistance.,garbage,v2_original
Please investigate the water problem caused by slow leak near the junction. Please resolve this problem as soon as possible.,water_supply,v2_original
"beside the public walkway, the asphalt surface is breaking apart. the damaged surface is becoming worse every day. Residents would like this problem resolved.",roads,v3_natural_augmentation
Please address loose rubbish on the main road. This issue needs urgent attention.,garbage,v2_original
an oily substance has been released onto the ground near the junction. We would appreciate prompt assistance.,environment,v3_natural_augmentation
Vehicles are being affected by pothole - highway near the public market.,roads,v2_original
The community would like to report that the roadside drain is completely blocked outside the school. water is entering nearby properties. Please address this issue.,drainage,v3_natural_augmentation
"beside the public road, a strong chemical smell is coming from a nearby property.",environment,v3_natural_augmentation
"Residents are concerned about air: dust, construction/demolition near the hospital. Please send the responsible team to inspect the area.",environment,v2_original
Street Flooding is causing drainage problems in our neighbourhood. Residents are requesting assistance.,drainage,v2_original
Multiple Street Lights Out is affecting the area close to the bus stop. Please investigate this issue.,electricity,v2_original
"We have noticed air: smoke, chimney or vent near the public market. This is causing inconvenience to the public.",environment,v2_original
Drivers are facing problems because of failed street repair on the main road.,roads,v2_original
Residents have reported that chemical fumes are spreading through the area near the playground. children and elderly residents are being exposed. Please take the necessary action.,environment,v3_natural_augmentation
There is a public complaint because several houses have no electricity outside our building. pedestrians may be at risk. Please arrange an inspection.,electricity,v3_natural_augmentation
We would like to report that the water pressure is extremely low near our houses.,water_supply,v3_natural_augmentation
Street Light Out is affecting the area along the roadside.,electricity,v2_original
Vehicles are being affected by curb defect-metal protruding on the main road.,roads,v2_original
The area is affected by chemical odor near the hospital. Residents are requesting assistance.,environment,v2_original
Please investigate ventilation in our neighbourhood. Residents are requesting assistance.,environment,v2_original
Chemical Vapors/Gases/Odors is affecting the surrounding environment near the school. Please investigate this issue.,environment,v2_original
"close to the bus stop, the neighbourhood has had no running water.",water_supply,v3_natural_augmentation
We would like to report that household waste has been dumped illegally close to the town centre.,garbage,v3_natural_augmentation
Please inspect the electrical issue involving lamppost wire exposed close to the town centre.,electricity,v2_original
There appears to be power outage close to the bus stop. Residents are requesting assistance.,electricity,v2_original
People living nearby have noticed that wastewater appears to be polluting the surrounding land beside the public walkway. people are worried about environmental contamination.,environment,v3_natural_augmentation
The drain is causing problems because of sewer backup on the main road. Please send the responsible team to inspect the area.,drainage,v2_original
Residents are requesting action regarding chemical vapors/gases/odors along the roadside.,environment,v2_original
"close to the bus stop, there is an abandoned pile of waste. the area has become very dirty and unpleasant. Please resolve this issue as soon as possible.",garbage,v3_natural_augmentation
Residents report that a section of the street needs resurfacing close to the bus stop.,roads,v3_natural_augmentation
There is pothole - highway near our house. Residents are requesting assistance.,roads,v2_original
an oil spill has contaminated the roadside near the hospital. the pollution is affecting nearby homes. Please take the necessary action.,environment,v3_natural_augmentation
There is a water supply issue involving leak close to the bus stop. Please resolve this problem as soon as possible.,water_supply,v2_original
Please investigate the water problem caused by damp spot near our house.,water_supply,v2_original
"along the main road, the local water supply keeps stopping. the issue is causing serious inconvenience to households. Please investigate this problem.",water_supply,v3_natural_augmentation
We are experiencing a problem where an electric pole appears to be damaged near the school. people are concerned that someone could receive an electric shock.,electricity,v3_natural_augmentation
The area is affected by ventilation in the residential area. Residents are requesting assistance.,environment,v2_original
Vehicles are being affected by pothole near the junction. Please arrange an inspection.,roads,v2_original
Waste has become a problem due to bulk-missed collection near our house.,garbage,v2_original
There is street flooding near the school.,drainage,v2_original
residents have noticed unusual smoke close to the town centre. residents are concerned about possible health effects. Please arrange an inspection.,environment,v3_natural_augmentation
Please inspect the electrical issue involving lamppost wire exposed close to the town centre. The problem has been continuing for some time.,electricity,v2_original
Residents have reported heavy flow near our house.,water_supply,v2_original
Please repair curb defect-metal protruding near the public market.,roads,v2_original
Residents have reported that an oily substance has been released onto the ground along the main road. residents are requesting an environmental inspection. Please send the appropriate team to inspect this problem.,environment,v3_natural_augmentation
Residents are reporting rain garden flooding in our neighbourhood.,drainage,v2_original
There is a public complaint because several street lamps are completely dark near the junction. pedestrians may be at risk. We would appreciate prompt assistance.,electricity,v3_natural_augmentation
Please resolve the drainage issue involving street flooding near the hospital. Please arrange an inspection.,drainage,v2_original
wastewater appears to be polluting the surrounding land beside the public road. children and elderly residents are being exposed. Residents would like this problem resolved.,environment,v3_natural_augmentation
"near the school, several houses are not receiving water. the issue is causing serious inconvenience to households.",water_supply,v3_natural_augmentation
"People nearby have complained about oil spill on street, small close to the bus stop.",environment,v2_original
"near the community centre, waste has been dumped beside the public walkway.",garbage,v3_natural_augmentation
We need assistance with manhole overflow near the hospital. Please resolve this problem as soon as possible.,drainage,v2_original
a section of the road has sunk near our houses.,roads,v3_natural_augmentation
Residents are concerned about failed street repair on the main road.,roads,v2_original
"This environmental problem involves air: odor/fumes, restaurant in our neighbourhood. Please send the responsible team to inspect the area.",environment,v2_original
"Residents have reported taste/odor, bitter/metallic near the hospital. This is causing inconvenience to the public.",water_supply,v2_original
Please address street cond/dump-out/drop-off near the hospital. Residents are requesting assistance.,garbage,v2_original
"near the hospital, several street lamps are completely dark.",electricity,v3_natural_augmentation
We would like to report that people are dumping household waste in this area outside the hospital.,garbage,v3_natural_augmentation
"Please inspect the environmental issue involving unsafe chemical, abandoned in our neighbourhood. Please send the responsible team to inspect the area.",environment,v2_original
there is an abandoned pile of waste beside the public road.,garbage,v3_natural_augmentation
Cave-in is causing difficulties for vehicles close to the bus stop.,roads,v2_original
Residents are concerned about pothole - highway close to the town centre. We would appreciate assistance with this problem.,roads,v2_original
The community would like to report that a water pipe appears to have burst near our houses. the issue is causing serious inconvenience to households. Please send the appropriate team to inspect this problem.,water_supply,v3_natural_augmentation
Please inspect the drain because of manhole overflow near the school. Please arrange an inspection.,drainage,v2_original
We are experiencing a problem where an electrical box has been left open near the hospital. the outage is disrupting normal daily activities.,electricity,v3_natural_augmentation
Wear & Tear is causing difficulties for vehicles in our neighbourhood.,roads,v2_original
"along the main road, rubbish has not been collected for several days. flies and stray animals are gathering around the waste. Please take the necessary action.",garbage,v3_natural_augmentation
People living nearby have noticed that heavy smoke is affecting nearby houses near our houses. the pollution is affecting nearby homes.,environment,v3_natural_augmentation
Residents have complained about receptacle violation along the roadside.,garbage,v2_original
"We are experiencing taste/odor, chlorine in the residential area. Residents are requesting assistance.",water_supply,v2_original
Drivers are facing problems because of failed street repair in the residential area. We would appreciate assistance with this problem.,roads,v2_original
"Drivers are facing problems because of rough, pitted or cracked roads near our house. Please arrange an inspection.",roads,v2_original
There is defective hardware close to the town centre.,roads,v2_original
Street Flooding is causing drainage problems near the public market. We would appreciate assistance with this problem.,drainage,v2_original
unknown odor/taste in drinking water is affecting the local water supply in our neighbourhood.,water_supply,v2_original
The area needs cleaning because of missed recycling - m/g/pl close to the town centre. Please resolve this problem as soon as possible.,garbage,v2_original
Please inspect the environmental issue involving asbestos complaint in the residential area.,environment,v2_original
Residents are concerned about curb defect-metal protruding along the roadside. This issue needs urgent attention.,roads,v2_original
Please investigate chemical odor near the hospital. Please investigate this issue.,environment,v2_original
The community would like to report that dirty water is overflowing from the drain near the hospital. residents are worried about repeated flooding. We would appreciate prompt assistance.,drainage,v3_natural_augmentation
people are dumping household waste in this area close to the local clinic.,garbage,v3_natural_augmentation
"close to the local clinic, the supplied water has a strange smell. residents cannot complete their daily household work. The responsible department should inspect the area.",water_supply,v3_natural_augmentation
"in our neighbourhood, there is an abandoned pile of waste.",garbage,v3_natural_augmentation
Residents have complained about missed recycling-all materials near the hospital. Please resolve this problem as soon as possible.,garbage,v2_original
Please inspect the environmental issue involving ventilation near our house. This is causing inconvenience to the public.,environment,v2_original
We would like to report that heavy smoke is affecting nearby houses near the hospital.,environment,v3_natural_augmentation
The area is affected by ventilation near our house.,environment,v2_original
uncollected garbage is piling up near the junction.,garbage,v3_natural_augmentation
There is missed recycling-all materials in our neighbourhood. We would appreciate assistance with this problem.,garbage,v2_original
"close to the local clinic, a suspected chemical spill has occurred. people are worried about environmental contamination. Please send the appropriate team to inspect this problem.",environment,v3_natural_augmentation
Residents have complained about missed recycling paper along the roadside.,garbage,v2_original
Please arrange cleaning because of bulk-missed recy collection outside our building.,garbage,v2_original
There is lamppost wire exposed near the public market.,electricity,v2_original
Residents are concerned about pothole near the junction. Please take the necessary action.,roads,v2_original
There is a public complaint because several street lamps are completely dark near the playground. the damaged equipment could become dangerous. Please take the necessary action.,electricity,v3_natural_augmentation
The area needs cleaning because of improper disposal close to the town centre. We would appreciate assistance with this problem.,garbage,v2_original
The drainage system is affected by catch basin clogged/flooding near the junction. Please resolve this problem as soon as possible.,drainage,v2_original
"We have noticed oil spill on street, large near the junction. This issue needs urgent attention.",environment,v2_original
There is a public complaint because there is a dangerous hole in the street outside the hospital. the damage is creating a risk for road users. Residents would like this problem resolved.,roads,v3_natural_augmentation
There is an environmental issue involving asbestos complaint near the school. Please arrange an inspection.,environment,v2_original
We are experiencing a problem where there is a dangerous hole in the street beside the public walkway. traffic is slowing down around the damaged section. We would appreciate prompt assistance.,roads,v3_natural_augmentation
There is lamppost knocked down along the roadside. Residents are requesting assistance.,electricity,v2_original
There is a public complaint because large amounts of dust are affecting the surrounding area near the public market. people are worried about environmental contamination. Residents would like this problem resolved.,environment,v3_natural_augmentation
"The road surface is damaged due to rough, pitted or cracked roads near our house. The problem has been continuing for some time.",roads,v2_original
The area needs cleaning because of missed recycling - m/g/pl near the public market. This issue needs urgent attention.,garbage,v2_original
The community would like to report that sparks are coming from an electrical connection in our neighbourhood. the outage is disrupting normal daily activities. Please take the necessary action.,electricity,v3_natural_augmentation
"Please investigate air: dust, construction/demolition near the public market. This issue needs urgent attention.",environment,v2_original
The drainage issue appears to involve street flooding along the roadside. The problem has been continuing for some time.,drainage,v2_original
"There appears to be taste/odor, chlorine close to the bus stop.",water_supply,v2_original
We are experiencing an electrical problem involving no lighting near the junction.,electricity,v2_original
We are experiencing leak near the public market.,water_supply,v2_original
Our area is facing leak near the public market.,water_supply,v2_original
Drivers are facing problems because of pothole in the residential area. Residents are requesting assistance.,roads,v2_original
"near the railway station, the storm drain is not clearing rainwater. stagnant water is remaining for several days. The responsible department should inspect the area.",drainage,v3_natural_augmentation
There is missed recycling-all materials in our neighbourhood. This issue needs urgent attention.,garbage,v2_original
Drivers are facing problems because of broken curb near our house. Residents are requesting assistance.,roads,v2_original
There is bulk-missed collection outside our building. We would appreciate assistance with this problem.,garbage,v2_original
There is a waste management problem involving missed collection near the hospital. Please investigate this issue.,garbage,v2_original
There is a public complaint because an electric pole appears to be damaged near the railway station. the damaged equipment could become dangerous. Please send the appropriate team to inspect this problem.,electricity,v3_natural_augmentation
Residents have reported that dirty water is overflowing from the drain along the main road. the overflow is creating an unsanitary condition. The responsible department should inspect the area.,drainage,v3_natural_augmentation
We would like to report that there is a major leak in the water line beside the public walkway.,water_supply,v3_natural_augmentation
The area needs cleaning because of missed recycling-all materials in the residential area.,garbage,v2_original
The community would like to report that the supplied water has an unusual taste near the hospital. the issue is causing serious inconvenience to households. Please arrange an inspection.,water_supply,v3_natural_augmentation
Residents are concerned about defective hardware near the hospital. Please arrange an inspection.,roads,v2_original
"Please investigate air: odor/fumes, vehicle idling near the junction.",environment,v2_original
Residents have reported that there is an abandoned pile of waste outside our building. the garbage is spreading onto the surrounding area. Residents are requesting assistance.,garbage,v3_natural_augmentation
Wastewater problems have occurred due to rain garden flooding on the main road. The problem has been continuing for some time.,drainage,v2_original
"beside the public road, large numbers of mosquitoes are affecting residents. people are worried about environmental contamination.",environment,v3_natural_augmentation
"There is an environmental issue involving oil spill on street, small in our neighbourhood.",environment,v2_original
The drainage system is affected by sewer or drain near the junction.,drainage,v2_original
The road has failed street repair close to the town centre. Please resolve this problem as soon as possible.,roads,v2_original
This environmental problem involves chemical spill/release outside our building. We would appreciate assistance with this problem.,environment,v2_original
There appears to be dirty water near the hospital. We would appreciate assistance with this problem.,water_supply,v2_original
Residents have complained about missed recycling - m/g/pl in the residential area. We would appreciate assistance with this problem.,garbage,v2_original
Residents have reported that the drainage outlet is not functioning outside our building. pedestrians cannot use the walkway properly. Please resolve this issue as soon as possible.,drainage,v3_natural_augmentation
Please inspect the drain because of sewage leak close to the bus stop.,drainage,v2_original
People living nearby have noticed that a roadside gutter is completely obstructed along the main road. the overflow is creating an unsanitary condition. Please take the necessary action.,drainage,v3_natural_augmentation
an oil spill has contaminated the roadside at the village entrance. Residents would like this problem resolved.,environment,v3_natural_augmentation
We would like to report wear & tear in the residential area.,roads,v2_original
We are experiencing a problem where sparks are coming from an electrical connection near the school. the electrical fault needs to be inspected. Please arrange an inspection.,electricity,v3_natural_augmentation
There appears to be electrical wiring defective/exposed close to the bus stop.,electricity,v2_original
Residents have reported street light out near the public market. We would appreciate assistance with this problem.,electricity,v2_original
The road has broken curb near the school. This is causing inconvenience to the public.,roads,v2_original
Please repair broken curb close to the bus stop. This is causing inconvenience to the public.,roads,v2_original
Residents are requesting action regarding bulk-missed collection near the school.,garbage,v2_original
People living nearby have noticed that the street lighting has stopped working at the village entrance. the area becomes completely dark at night.,electricity,v3_natural_augmentation
The electrical system needs attention because of multiple street lights out near the junction. Please investigate this issue.,electricity,v2_original
trash is spreading across the public area beside the public walkway. Residents are requesting assistance.,garbage,v3_natural_augmentation
There is electrical wiring defective/exposed close to the bus stop.,electricity,v2_original
There is lamppost knocked down in our neighbourhood. This is causing inconvenience to the public.,electricity,v2_original
People living nearby have noticed that large numbers of mosquitoes are affecting residents near the school. residents are requesting an environmental inspection. Please take the necessary action.,environment,v3_natural_augmentation
Drivers are facing problems because of curb defect-metal protruding near the public market. We would appreciate assistance with this problem.,roads,v2_original
Residents have reported that the road surface is badly damaged beside the public road. the damaged surface is becoming worse every day. Residents would like this problem resolved.,roads,v3_natural_augmentation
Please send a technician because of wiring outside our building.,electricity,v2_original
The drainage issue appears to involve sewer backup near the school.,drainage,v2_original
There appears to be multiple street lights out close to the bus stop. We would appreciate assistance with this problem.,electricity,v2_original
Residents have reported lamppost wire exposed near the school. This issue needs urgent attention.,electricity,v2_original
Vehicles are being affected by pothole near the junction. Please investigate this issue.,roads,v2_original
Please check the water system because of low water pressure near the hospital. Please send the responsible team to inspect the area.,water_supply,v2_original
There is a waste management problem involving dirty sidewalk close to the town centre.,garbage,v2_original
The electricity service has a problem with wiring near our house. Please investigate this issue.,electricity,v2_original
The road surface is damaged due to failed street repair on the main road. Please resolve this problem as soon as possible.,roads,v2_original
The drainage issue appears to involve ponding outside our building.,drainage,v2_original
Residents report that the road surface has deteriorated close to the local clinic.,roads,v3_natural_augmentation
the roadside drain is completely blocked near the public market.,drainage,v3_natural_augmentation
Residents have reported that the culvert appears to be blocked outside the school. dirty water is collecting around nearby houses. Please investigate this problem.,drainage,v3_natural_augmentation
We would like to report failed street repair near our house. Please send the responsible team to inspect the area.,roads,v2_original
"outside our building, the supplied water has a strange smell.",water_supply,v3_natural_augmentation
rubbish has not been collected for several days near the junction. Please arrange an inspection.,garbage,v3_natural_augmentation
"There appears to be taste/odor, bitter/metallic close to the bus stop.",water_supply,v2_original
Please investigate ventilation in the residential area.,environment,v2_original
People living nearby have noticed that there is a dangerous hole in the street outside the school. the road is difficult to use safely at night. Residents are requesting assistance.,roads,v3_natural_augmentation
"The area is affected by unsafe chemical, storage near our house.",environment,v2_original
The drain is causing problems because of catch basin clogged/flooding in our neighbourhood.,drainage,v2_original
Vehicles are being affected by defective hardware along the roadside.,roads,v2_original
Vehicles are being affected by pothole - highway near the junction. We would appreciate assistance with this problem.,roads,v2_original
People in the area are experiencing slow leak near our house.,water_supply,v2_original
There is dirty sidewalk near the public market. This issue needs urgent attention.,garbage,v2_original
The drain is causing problems because of street flooding along the roadside.,drainage,v2_original
Residents have complained about bulk-missed recy collection near the junction. Please arrange an inspection.,garbage,v2_original
"near the railway station, the culvert appears to be blocked. the overflow is creating an unsanitary condition. Please address this issue.",drainage,v3_natural_augmentation
only a very small amount of water is reaching the houses near the school. Please arrange an inspection.,water_supply,v3_natural_augmentation
"There appears to be taste/odor, bitter/metallic near the junction. Please take the necessary action.",water_supply,v2_original
Drivers are facing problems because of pothole - highway in the residential area. Please resolve this problem as soon as possible.,roads,v2_original
There appears to be lamppost knocked down along the roadside.,electricity,v2_original
Please inspect the drain because of sewer or drain near the junction. Please send the responsible team to inspect the area.,drainage,v2_original
the supplied water has a strange smell in the residential area. the problem is affecting several nearby homes. Please address this issue.,water_supply,v3_natural_augmentation
People nearby have complained about air: other air problem along the roadside. This is causing inconvenience to the public.,environment,v2_original
The electrical system needs attention because of power outage in our neighbourhood.,electricity,v2_original
"We have noticed air: dust, construction/demolition close to the town centre.",environment,v2_original
"beside the public walkway, a live electrical cable appears to be exposed. the outage is disrupting normal daily activities. Residents are requesting assistance.",electricity,v3_natural_augmentation
People living nearby have noticed that discarded waste is blocking part of the walkway beside the public road. the waste is creating an unhealthy environment. Please resolve this issue as soon as possible.,garbage,v3_natural_augmentation
Please send a technician because of power outage near the school. This issue needs urgent attention.,electricity,v2_original
Please send a technician because of power outage near the hospital.,electricity,v2_original
We would like to report that a strong chemical smell is coming from a nearby property in the residential area.,environment,v3_natural_augmentation
The road has wear & tear on the main road.,roads,v2_original
Residents are concerned about failed street repair near the junction. The problem has been continuing for some time.,roads,v2_original
Please investigate chemical vapors/gases/odors near our house. Please investigate this issue.,environment,v2_original
Residents are reporting culvert blocked/needs cleaning near the hospital. Please investigate this issue.,drainage,v2_original
heavy smoke is affecting nearby houses near our houses. Please arrange an inspection.,environment,v3_natural_augmentation
The community would like to report that the culvert appears to be blocked outside the hospital. pedestrians cannot use the walkway properly. Please take the necessary action.,drainage,v3_natural_augmentation
There is street cond/dump-out/drop-off near the junction. The problem has been continuing for some time.,garbage,v2_original
there has been a power outage near our houses. pedestrians may be at risk. Residents are requesting assistance.,electricity,v3_natural_augmentation
We are experiencing a problem where residents are experiencing repeated power failures outside the hospital. people are concerned that someone could receive an electric shock. Please resolve this issue as soon as possible.,electricity,v3_natural_augmentation
There is street cond/dump-out/drop-off close to the town centre. Please resolve this problem as soon as possible.,garbage,v2_original
Residents report that the roadside curb is badly damaged close to the bus stop.,roads,v3_natural_augmentation
Residents have reported lamppost knocked down near the public market. This issue needs urgent attention.,electricity,v2_original
"Rough, Pitted or Cracked Roads is causing difficulties for vehicles near the hospital. Please take the necessary action.",roads,v2_original
Street Cond/Dump-Out/Drop-Off is creating an unsanitary condition in the residential area. Please resolve this problem as soon as possible.,garbage,v2_original
"Oil Spill On Street, Small is affecting the surrounding environment on the main road. Please investigate this issue.",environment,v2_original
"Our area is facing taste/odor, bitter/metallic close to the bus stop. The problem has been continuing for some time.",water_supply,v2_original
Residents have reported that loose stones are covering part of the road near the railway station. the road is difficult to use safely at night. Please resolve this issue as soon as possible.,roads,v3_natural_augmentation
There is a public complaint because construction dust is spreading across the neighbourhood near the hospital. children and elderly residents are being exposed. Residents would like this problem resolved.,environment,v3_natural_augmentation
There is a public complaint because several bags of garbage are lying in the open close to the local clinic. residents are worried about hygiene problems. We would appreciate prompt assistance.,garbage,v3_natural_augmentation
We would like to report pothole along the roadside.,roads,v2_original
"Drivers are facing problems because of rough, pitted or cracked roads near the school. Please send the responsible team to inspect the area.",roads,v2_original
