complaint_text,category,language,source
There appears to be: Please investigate the water issue: no water outside our building.,water_supply,english,NYC311_seed_controlled_augmentation
Please check: We are experiencing an electrical problem involving lamppost wire exposed along the roadside. Please take the necessary action.,electricity,english,NYC311_seed_controlled_augmentation
"Please check: Please inspect this environmental issue: air: dust, other close to the bus stop. Please resolve this problem as soon as possible.",environment,english,NYC311_seed_controlled_augmentation
The road surface is affected by cave-in near the hospital.,roads,english,NYC311_seed_controlled_augmentation
Defective Hardware is causing problems for vehicles on the main road. The problem has been continuing for some time.,roads,english,NYC311_seed_controlled_augmentation
There appears to be street light lamp dim along the roadside. Please take the necessary action.,electricity,english,NYC311_seed_controlled_augmentation
Residents have reported: The road surface is affected by wear & tear in the residential area. Please arrange an inspection.,roads,english,NYC311_seed_controlled_augmentation
Pothole near the school. Residents are requesting assistance.,roads,english,NYC311_seed_controlled_augmentation
Our area has: Residents are reporting sewer or drain outside our building.,drainage,english,NYC311_seed_controlled_augmentation
Defective Hardware is causing problems for vehicles in the residential area. Please investigate this issue.,roads,english,NYC311_seed_controlled_augmentation
There has been: Garbage-related problems include missed recycling paper near the school.,garbage,english,NYC311_seed_controlled_augmentation
I would like to report: Receptacle Violation is creating an unsanitary condition near the hospital. Please send the responsible team to inspect the area.,garbage,english,NYC311_seed_controlled_augmentation
"We are experiencing taste/odor, bitter/metallic near the school.",water_supply,english,NYC311_seed_controlled_augmentation
There appears to be street light lamp dim near the hospital.,electricity,english,NYC311_seed_controlled_augmentation
"There appears to be: Please investigate air: smoke, vehicular in our neighbourhood.",environment,english,NYC311_seed_controlled_augmentation
"Please repair rough, pitted or cracked roads near the hospital. Please resolve this problem as soon as possible.",roads,english,NYC311_seed_controlled_augmentation
We have noticed: The area needs cleaning because of improper disposal near the school.,garbage,english,NYC311_seed_controlled_augmentation
Residents have reported: There is lamppost wire exposed in our neighbourhood.,electricity,english,NYC311_seed_controlled_augmentation
"Please inspect this environmental issue: oil spill on street, small in our neighbourhood. This is causing inconvenience to the public.",environment,english,NYC311_seed_controlled_augmentation
There has been: The road surface is affected by broken curb near the public market.,roads,english,NYC311_seed_controlled_augmentation
"There is an environmental problem involving air: smoke, chimney or vent outside our building.",environment,english,NYC311_seed_controlled_augmentation
There appears to be no water near the hospital.,water_supply,english,NYC311_seed_controlled_augmentation
There is missed recycling-all materials near the school. Please take the necessary action.,garbage,english,NYC311_seed_controlled_augmentation
"Our area is facing taste/odor, chlorine in our neighbourhood. Please arrange an inspection.",water_supply,english,NYC311_seed_controlled_augmentation
The electricity service has a problem with wiring close to the bus stop. Please investigate this issue.,electricity,english,NYC311_seed_controlled_augmentation
"The road has rough, pitted or cracked roads near the public market. Please send the responsible team to inspect the area.",roads,english,NYC311_seed_controlled_augmentation
Please address dirty area/alleyway near the public market. The problem has been continuing for some time.,garbage,english,NYC311_seed_controlled_augmentation
I would like to report: Please inspect this environmental issue: chemical odor in the residential area. Please send the responsible team to inspect the area.,environment,english,NYC311_seed_controlled_augmentation
Residents have reported: There appears to be no water near the public market.,water_supply,english,NYC311_seed_controlled_augmentation
We are experiencing leak in the residential area. This is causing inconvenience to the public.,water_supply,english,NYC311_seed_controlled_augmentation
"We have noticed air: odor/fumes, vehicle idling near the junction.",environment,english,NYC311_seed_controlled_augmentation
Residents are concerned about failed street repair on the main road. Please investigate this issue.,roads,english,NYC311_seed_controlled_augmentation
"Rough, Pitted or Cracked Roads is causing problems for vehicles near the hospital.",roads,english,NYC311_seed_controlled_augmentation
The area needs cleaning because of missed collection in our neighbourhood.,garbage,english,NYC311_seed_controlled_augmentation
Wastewater is causing problems due to manhole overflow along the roadside. This is causing inconvenience to the public.,drainage,english,NYC311_seed_controlled_augmentation
"I would like to report: People nearby have complained about oil spill on street, large close to the bus stop. Please send the responsible team to inspect the area.",environment,english,NYC311_seed_controlled_augmentation
The drainage problem appears to involve culvert blocked/needs cleaning outside our building. We would appreciate assistance with this issue.,drainage,english,NYC311_seed_controlled_augmentation
The electricity service has a problem with lamppost wire exposed near our house.,electricity,english,NYC311_seed_controlled_augmentation
Bulk-Missed Collection is creating an unsanitary condition in the residential area.,garbage,english,NYC311_seed_controlled_augmentation
Please check the water system because of no water near the junction. Please arrange an inspection.,water_supply,english,NYC311_seed_controlled_augmentation
Our area is facing possible water main break in our neighbourhood. This issue needs attention.,water_supply,english,NYC311_seed_controlled_augmentation
We have noticed: Residents are concerned about wear & tear in our neighbourhood. We would appreciate assistance with this issue.,roads,english,NYC311_seed_controlled_augmentation
"We have noticed air: odor/fumes, vehicle idling along the roadside. The problem has been continuing for some time.",environment,english,NYC311_seed_controlled_augmentation
The road surface is affected by broken curb close to the town centre.,roads,english,NYC311_seed_controlled_augmentation
"There appears to be taste/odor, bitter/metallic outside our building.",water_supply,english,NYC311_seed_controlled_augmentation
Please inspect the electrical issue: lamppost knocked down near the school. This issue needs attention.,electricity,english,NYC311_seed_controlled_augmentation
We have noticed: Please arrange cleaning because of missed recycling paper near the hospital. Please investigate this issue.,garbage,english,NYC311_seed_controlled_augmentation
"Residents have reported: We have noticed unsafe chemical, abandoned in the residential area. This issue needs attention.",environment,english,NYC311_seed_controlled_augmentation
There appears to be lamppost wire exposed near our house.,electricity,english,NYC311_seed_controlled_augmentation
The road has cave-in along the roadside.,roads,english,NYC311_seed_controlled_augmentation
Please inspect the electrical issue: multiple street lights out on the main road. Please investigate this issue.,electricity,english,NYC311_seed_controlled_augmentation
I would like to report: Waste has become a problem due to missed recycling-all materials close to the bus stop.,garbage,english,NYC311_seed_controlled_augmentation
"Please investigate air: smoke, vehicular near the hospital.",environment,english,NYC311_seed_controlled_augmentation
"We are experiencing taste/odor, bitter/metallic near the junction. Please take the necessary action.",water_supply,english,NYC311_seed_controlled_augmentation
"The road surface is affected by rough, pitted or cracked roads along the roadside. We would appreciate assistance with this issue.",roads,english,NYC311_seed_controlled_augmentation
The area is affected by chemical odor in our neighbourhood.,environment,english,NYC311_seed_controlled_augmentation
Please investigate air: other air problem in our neighbourhood.,environment,english,NYC311_seed_controlled_augmentation
"People nearby have complained about air: smoke, vehicular along the roadside. Please investigate this issue.",environment,english,NYC311_seed_controlled_augmentation
We are experiencing: There appears to be no lighting in our neighbourhood. Please take the necessary action.,electricity,english,NYC311_seed_controlled_augmentation
Please send a technician because of wiring near the junction. Please send the responsible team to inspect the area.,electricity,english,NYC311_seed_controlled_augmentation
The road has failed street repair in our neighbourhood. Please investigate this issue.,roads,english,NYC311_seed_controlled_augmentation
We are experiencing low water pressure - wlwp close to the bus stop. Please send the responsible team to inspect the area.,water_supply,english,NYC311_seed_controlled_augmentation
There is missed recycling-all materials close to the town centre. This issue needs attention.,garbage,english,NYC311_seed_controlled_augmentation
The area needs cleaning because of missed collection on the main road.,garbage,english,NYC311_seed_controlled_augmentation
Residents are reporting culvert blocked/needs cleaning on the main road. The problem has been continuing for some time.,drainage,english,NYC311_seed_controlled_augmentation
"We are experiencing taste/odor, chlorine in the residential area. Please investigate this issue.",water_supply,english,NYC311_seed_controlled_augmentation
Wastewater is causing problems due to manhole overflow near the hospital.,drainage,english,NYC311_seed_controlled_augmentation
Wastewater is causing problems due to ponding near the junction. Please resolve this problem as soon as possible.,drainage,english,NYC311_seed_controlled_augmentation
Please inspect the electrical issue: no lighting on the main road.,electricity,english,NYC311_seed_controlled_augmentation
"Please check: Rough, Pitted or Cracked Roads is causing problems for vehicles near the school.",roads,english,NYC311_seed_controlled_augmentation
There has been: We are experiencing slow leak close to the bus stop. Please arrange an inspection.,water_supply,english,NYC311_seed_controlled_augmentation
There appears to be no water in the residential area. Please resolve this problem as soon as possible.,water_supply,english,NYC311_seed_controlled_augmentation
"Residents are concerned about oil spill on street, small near the hospital. Please investigate this issue.",environment,english,NYC311_seed_controlled_augmentation
We are experiencing: Drivers are having difficulty because of curb defect-metal protruding close to the bus stop. We would appreciate assistance with this issue.,roads,english,NYC311_seed_controlled_augmentation
Residents are reporting rain garden flooding in the residential area.,drainage,english,NYC311_seed_controlled_augmentation
There appears to be lamppost knocked down along the roadside. Please send the responsible team to inspect the area.,electricity,english,NYC311_seed_controlled_augmentation
"There is an environmental problem involving air: odor/fumes, vehicle idling near the school. Residents are requesting assistance.",environment,english,NYC311_seed_controlled_augmentation
Please investigate the water issue: heavy flow in the residential area. Please arrange an inspection.,water_supply,english,NYC311_seed_controlled_augmentation
Please send a technician because of lamppost knocked down near our house.,electricity,english,NYC311_seed_controlled_augmentation
The drainage problem appears to involve street flooding in the residential area.,drainage,english,NYC311_seed_controlled_augmentation
Street Light Out is affecting the area in our neighbourhood. Please send the responsible team to inspect the area.,electricity,english,NYC311_seed_controlled_augmentation
There appears to be lamppost wire exposed near the hospital. Please resolve this problem as soon as possible.,electricity,english,NYC311_seed_controlled_augmentation
Waste has become a problem due to missed recycling - m/g/pl close to the bus stop. Please arrange an inspection.,garbage,english,NYC311_seed_controlled_augmentation
"We have noticed oil spill on street, large along the roadside. This is causing inconvenience to the public.",environment,english,NYC311_seed_controlled_augmentation
Please investigate asbestos complaint near the junction. The problem has been continuing for some time.,environment,english,NYC311_seed_controlled_augmentation
Hydrant Leaking has affected the local water supply near our house. The problem has been continuing for some time.,water_supply,english,NYC311_seed_controlled_augmentation
There appears to be wiring along the roadside. This issue needs attention.,electricity,english,NYC311_seed_controlled_augmentation
Receptacle Violation is creating an unsanitary condition near our house. We would appreciate assistance with this issue.,garbage,english,NYC311_seed_controlled_augmentation
We have noticed: The drainage system has sewer backup near the junction.,drainage,english,NYC311_seed_controlled_augmentation
There has been: Wastewater is causing problems due to sewer backup close to the town centre.,drainage,english,NYC311_seed_controlled_augmentation
There appears to be outlet/switch in our neighbourhood.,electricity,english,NYC311_seed_controlled_augmentation
There is curb defect-metal protruding outside our building. This is causing inconvenience to the public.,roads,english,NYC311_seed_controlled_augmentation
Failed Street Repair is causing problems for vehicles along the roadside.,roads,english,NYC311_seed_controlled_augmentation
There is lamppost knocked down in our neighbourhood. Please take the necessary action.,electricity,english,NYC311_seed_controlled_augmentation
"Please inspect this environmental issue: air: odor/fumes, vehicle idling close to the town centre. This issue needs attention.",environment,english,NYC311_seed_controlled_augmentation
"The road surface is affected by rough, pitted or cracked roads near the hospital. We would appreciate assistance with this issue.",roads,english,NYC311_seed_controlled_augmentation
Pothole - Highway is causing problems for vehicles on the main road. Please resolve this problem as soon as possible.,roads,english,NYC311_seed_controlled_augmentation
The drainage system has sewage leak near the hospital.,drainage,english,NYC311_seed_controlled_augmentation
Street Light Out is affecting the area along the roadside. The problem has been continuing for some time.,electricity,english,NYC311_seed_controlled_augmentation
"Please investigate air: odor/fumes, vehicle idling near the junction. We would appreciate assistance with this issue.",environment,english,NYC311_seed_controlled_augmentation
"The area is affected by air: dust, construction/demolition in the residential area. Please take the necessary action.",environment,english,NYC311_seed_controlled_augmentation
We need assistance with ponding near the school. Please resolve this problem as soon as possible.,drainage,english,NYC311_seed_controlled_augmentation
Waste has become a problem due to missed recycling-all materials outside our building.,garbage,english,NYC311_seed_controlled_augmentation
I am reporting: Waste has become a problem due to missed recycling-all materials outside our building.,garbage,english,NYC311_seed_controlled_augmentation
"Residents are concerned about air: dust, other in the residential area. Residents are requesting assistance.",environment,english,NYC311_seed_controlled_augmentation
"Residents are concerned about air: dust, other near the public market. Please send the responsible team to inspect the area.",environment,english,NYC311_seed_controlled_augmentation
Residents have reported: We are experiencing an electrical problem involving wiring near our house.,electricity,english,NYC311_seed_controlled_augmentation
There is defective hardware close to the town centre.,roads,english,NYC311_seed_controlled_augmentation
Drivers are having difficulty because of broken curb outside our building. The problem has been continuing for some time.,roads,english,NYC311_seed_controlled_augmentation
Please repair failed street repair close to the town centre. Please take the necessary action.,roads,english,NYC311_seed_controlled_augmentation
Residents are concerned about wear & tear on the main road. The problem has been continuing for some time.,roads,english,NYC311_seed_controlled_augmentation
We have noticed: Failed Street Repair is causing problems for vehicles near the hospital.,roads,english,NYC311_seed_controlled_augmentation
Please investigate the water issue: hydrant leaking near the hospital. Please resolve this problem as soon as possible.,water_supply,english,NYC311_seed_controlled_augmentation
Residents have complained about missed recycling-all materials outside our building.,garbage,english,NYC311_seed_controlled_augmentation
"Please inspect this environmental issue: air: dust, other near the junction. The problem has been continuing for some time.",environment,english,NYC311_seed_controlled_augmentation
LIGHTING is affecting the area near the junction. We would appreciate assistance with this issue.,electricity,english,NYC311_seed_controlled_augmentation
There appears to be: Drivers are having difficulty because of pothole on the main road. This issue needs attention.,roads,english,NYC311_seed_controlled_augmentation
The area is affected by large number of mosquitoes on the main road. The problem has been continuing for some time.,environment,english,NYC311_seed_controlled_augmentation
There appears to be electrical wiring defective/exposed in our neighbourhood. Please investigate this issue.,electricity,english,NYC311_seed_controlled_augmentation
There is sewage odor along the roadside.,drainage,english,NYC311_seed_controlled_augmentation
The road has cave-in on the main road. This issue needs attention.,roads,english,NYC311_seed_controlled_augmentation
Residents are concerned about defective hardware near the hospital.,roads,english,NYC311_seed_controlled_augmentation
The road has curb defect-metal protruding near the public market. The problem has been continuing for some time.,roads,english,NYC311_seed_controlled_augmentation
Our area is facing heavy flow outside our building. Please take the necessary action.,water_supply,english,NYC311_seed_controlled_augmentation
There is defective hardware along the roadside. Please arrange an inspection.,roads,english,NYC311_seed_controlled_augmentation
There is power outage on the main road. Please investigate this issue.,electricity,english,NYC311_seed_controlled_augmentation
There is dirty sidewalk along the roadside. This is causing inconvenience to the public.,garbage,english,NYC311_seed_controlled_augmentation
Residents have complained about bulk-missed collection near the hospital. This issue needs attention.,garbage,english,NYC311_seed_controlled_augmentation
"Air: Smoke, Chimney or vent is affecting the surrounding environment in our neighbourhood. The problem has been continuing for some time.",environment,english,NYC311_seed_controlled_augmentation
Please arrange cleaning because of missed recycling paper near our house.,garbage,english,NYC311_seed_controlled_augmentation
There is wear & tear outside our building.,roads,english,NYC311_seed_controlled_augmentation
Wastewater is causing problems due to sewer or drain near the school. We would appreciate assistance with this issue.,drainage,english,NYC311_seed_controlled_augmentation
We need assistance with sewage leak near our house.,drainage,english,NYC311_seed_controlled_augmentation
"Oil Spill On Street, Small is affecting the surrounding environment along the roadside.",environment,english,NYC311_seed_controlled_augmentation
There appears to be street light out on the main road.,electricity,english,NYC311_seed_controlled_augmentation
There appears to be leak near the junction.,water_supply,english,NYC311_seed_controlled_augmentation
There has been: Curb Defect-Metal Protruding is causing problems for vehicles near our house. We would appreciate assistance with this issue.,roads,english,NYC311_seed_controlled_augmentation
Garbage-related problems include improper disposal close to the bus stop. Please resolve this problem as soon as possible.,garbage,english,NYC311_seed_controlled_augmentation
We need assistance with sewage odor close to the town centre.,drainage,english,NYC311_seed_controlled_augmentation
"Rough, Pitted or Cracked Roads is causing problems for vehicles on the main road. Please investigate this issue.",roads,english,NYC311_seed_controlled_augmentation
Dirty Area/Alleyway is creating an unsanitary condition near the junction. Please resolve this problem as soon as possible.,garbage,english,NYC311_seed_controlled_augmentation
The electricity service has a problem with street light out close to the bus stop. Please send the responsible team to inspect the area.,electricity,english,NYC311_seed_controlled_augmentation
We have noticed: Please arrange cleaning because of improper disposal outside our building.,garbage,english,NYC311_seed_controlled_augmentation
The road has failed street repair along the roadside.,roads,english,NYC311_seed_controlled_augmentation
The drainage system has catch basin clogged/flooding on the main road. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation
We are experiencing an electrical problem involving no lighting near the school. This issue needs attention.,electricity,english,NYC311_seed_controlled_augmentation
Drivers are having difficulty because of wear & tear near our house. This is causing inconvenience to the public.,roads,english,NYC311_seed_controlled_augmentation
Lamppost Wire Exposed is affecting the area near the school.,electricity,english,NYC311_seed_controlled_augmentation
"We have noticed air: smoke, vehicular close to the town centre. Please send the responsible team to inspect the area.",environment,english,NYC311_seed_controlled_augmentation
We have noticed: Please check the water system because of damp spot near the junction.,water_supply,english,NYC311_seed_controlled_augmentation
"Residents have reported taste/odor, chlorine near the junction.",water_supply,english,NYC311_seed_controlled_augmentation
Our area has: Waste has become a problem due to bulk-missed recy collection in our neighbourhood. Please send the responsible team to inspect the area.,garbage,english,NYC311_seed_controlled_augmentation
Please repair cave-in near the school. Please resolve this problem as soon as possible.,roads,english,NYC311_seed_controlled_augmentation
Residents have reported possible water main break close to the town centre. Please investigate this issue.,water_supply,english,NYC311_seed_controlled_augmentation
"Please investigate the water issue: taste/odor, chlorine near the school. This is causing inconvenience to the public.",water_supply,english,NYC311_seed_controlled_augmentation
Please repair cave-in near the hospital.,roads,english,NYC311_seed_controlled_augmentation
Pothole - Highway is causing problems for vehicles near the school. We would appreciate assistance with this issue.,roads,english,NYC311_seed_controlled_augmentation
Waste has become a problem due to bulk-missed collection in our neighbourhood. This issue needs attention.,garbage,english,NYC311_seed_controlled_augmentation
There is pothole - highway in the residential area. Residents are requesting assistance.,roads,english,NYC311_seed_controlled_augmentation
We have noticed: There appears to be heavy flow in our neighbourhood.,water_supply,english,NYC311_seed_controlled_augmentation
I would like to report: Sewage Odor is affecting the area in the residential area. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation
We are experiencing: Please send a technician because of lighting near our house.,electricity,english,NYC311_seed_controlled_augmentation
The electricity service has a problem with lamppost knocked down in the residential area. Please arrange an inspection.,electricity,english,NYC311_seed_controlled_augmentation
Drivers are having difficulty because of curb defect-metal protruding outside our building. Please send the responsible team to inspect the area.,roads,english,NYC311_seed_controlled_augmentation
There appears to be lamppost knocked down near the school. Please investigate this issue.,electricity,english,NYC311_seed_controlled_augmentation
Residents have complained about missed recycling paper along the roadside. The problem has been continuing for some time.,garbage,english,NYC311_seed_controlled_augmentation
Please arrange cleaning because of loose rubbish near the junction. Please resolve this problem as soon as possible.,garbage,english,NYC311_seed_controlled_augmentation
We have noticed: The drainage problem appears to involve street flooding in our neighbourhood. This is causing inconvenience to the public.,drainage,english,NYC311_seed_controlled_augmentation
"The area is affected by air: dust, construction/demolition on the main road. Please take the necessary action.",environment,english,NYC311_seed_controlled_augmentation
Drivers are having difficulty because of defective hardware close to the town centre. The problem has been continuing for some time.,roads,english,NYC311_seed_controlled_augmentation
We are experiencing an electrical problem involving lamppost knocked down outside our building.,electricity,english,NYC311_seed_controlled_augmentation
We are experiencing: Residents are concerned about cave-in on the main road.,roads,english,NYC311_seed_controlled_augmentation
There appears to be: Our area is facing slow leak outside our building. The problem has been continuing for some time.,water_supply,english,NYC311_seed_controlled_augmentation
There is electrical wiring defective/exposed on the main road. This is causing inconvenience to the public.,electricity,english,NYC311_seed_controlled_augmentation
There is a water supply problem involving hydrant leaking along the roadside. The problem has been continuing for some time.,water_supply,english,NYC311_seed_controlled_augmentation
"We have noticed: Taste/Odor, Bitter/Metallic has affected the local water supply near our house. Please investigate this issue.",water_supply,english,NYC311_seed_controlled_augmentation
The road has broken curb near our house. Please send the responsible team to inspect the area.,roads,english,NYC311_seed_controlled_augmentation
We are experiencing: Wastewater is causing problems due to street flooding close to the bus stop. Please arrange an inspection.,drainage,english,NYC311_seed_controlled_augmentation
Please repair pothole on the main road.,roads,english,NYC311_seed_controlled_augmentation
There is lamppost wire exposed close to the town centre.,electricity,english,NYC311_seed_controlled_augmentation
People nearby have complained about chemical vapors/gases/odors close to the town centre. Please resolve this problem as soon as possible.,environment,english,NYC311_seed_controlled_augmentation
Cave-in close to the bus stop. Residents are requesting assistance.,roads,english,NYC311_seed_controlled_augmentation
I would like to report: The area needs cleaning because of missed recycling paper on the main road. Please take the necessary action.,garbage,english,NYC311_seed_controlled_augmentation
There is wiring close to the bus stop.,electricity,english,NYC311_seed_controlled_augmentation
HEAVY FLOW has affected the local water supply near the school. Please investigate this issue.,water_supply,english,NYC311_seed_controlled_augmentation
Residents are reporting sewer backup near the hospital. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation
Pothole is causing problems for vehicles near our house.,roads,english,NYC311_seed_controlled_augmentation
There has been: Missed Recycling - M/G/Pl is creating an unsanitary condition outside our building. We would appreciate assistance with this issue.,garbage,english,NYC311_seed_controlled_augmentation
The area is affected by chemical odor near the school.,environment,english,NYC311_seed_controlled_augmentation
There is outlet/switch close to the bus stop. The problem has been continuing for some time.,electricity,english,NYC311_seed_controlled_augmentation
Please investigate the water issue: slow leak close to the town centre. Please arrange an inspection.,water_supply,english,NYC311_seed_controlled_augmentation
We are experiencing an electrical problem involving power outage near the school.,electricity,english,NYC311_seed_controlled_augmentation
Broken Curb is causing problems for vehicles near the school. Residents are requesting assistance.,roads,english,NYC311_seed_controlled_augmentation
I would like to report: Residents have reported unknown odor/taste in drinking water on the main road. This is causing inconvenience to the public.,water_supply,english,NYC311_seed_controlled_augmentation
People nearby have complained about asbestos complaint near the school.,environment,english,NYC311_seed_controlled_augmentation
We are experiencing an electrical problem involving outlet/switch near the junction. This issue needs attention.,electricity,english,NYC311_seed_controlled_augmentation
"Residents are concerned about air: smoke, vehicular near the school.",environment,english,NYC311_seed_controlled_augmentation
There is rain garden flooding close to the bus stop. This is causing inconvenience to the public.,drainage,english,NYC311_seed_controlled_augmentation
Please inspect the electrical issue: no lighting in our neighbourhood. Residents are requesting assistance.,electricity,english,NYC311_seed_controlled_augmentation
Residents are reporting sewer backup on the main road. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation
Please investigate asbestos complaint along the roadside. Residents are requesting assistance.,environment,english,NYC311_seed_controlled_augmentation
We are experiencing an electrical problem involving no lighting outside our building.,electricity,english,NYC311_seed_controlled_augmentation
There is: Residents are reporting ponding along the roadside.,drainage,english,NYC311_seed_controlled_augmentation
DAMP SPOT has affected the local water supply near the school. We would appreciate assistance with this issue.,water_supply,english,NYC311_seed_controlled_augmentation
"Please check: Air: Smoke, Chimney or vent is affecting the surrounding environment near the hospital.",environment,english,NYC311_seed_controlled_augmentation
Our area is facing no water close to the town centre. Residents are requesting assistance.,water_supply,english,NYC311_seed_controlled_augmentation
I would like to report: Please send a technician because of outlet/switch outside our building. This issue needs attention.,electricity,english,NYC311_seed_controlled_augmentation
The drainage problem appears to involve catch basin clogged/flooding in our neighbourhood. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation
There has been: Residents are reporting sewer or drain near our house.,drainage,english,NYC311_seed_controlled_augmentation
There has been: Residents have reported leak in our neighbourhood. Please take the necessary action.,water_supply,english,NYC311_seed_controlled_augmentation
Residents have complained about loose rubbish outside our building.,garbage,english,NYC311_seed_controlled_augmentation
Residents have complained about missed recycling paper on the main road.,garbage,english,NYC311_seed_controlled_augmentation
"Residents are concerned about air: smoke, vehicular near the public market. The problem has been continuing for some time.",environment,english,NYC311_seed_controlled_augmentation
Our area has: Please address bulk-missed recy collection near the school. The problem has been continuing for some time.,garbage,english,NYC311_seed_controlled_augmentation
Failed Street Repair near the hospital. Please investigate this issue.,roads,english,NYC311_seed_controlled_augmentation
"Please investigate air: smoke, vehicular outside our building.",environment,english,NYC311_seed_controlled_augmentation
Drivers are having difficulty because of cave-in near the hospital.,roads,english,NYC311_seed_controlled_augmentation
"Please investigate air: smoke, vehicular near the junction. Please send the responsible team to inspect the area.",environment,english,NYC311_seed_controlled_augmentation
Please inspect the drain because of sewer backup close to the town centre. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation
Please inspect the electrical issue: multiple street lights out on the main road. Please resolve this problem as soon as possible.,electricity,english,NYC311_seed_controlled_augmentation
"Residents are concerned about rough, pitted or cracked roads close to the town centre. Please resolve this problem as soon as possible.",roads,english,NYC311_seed_controlled_augmentation
Wear & Tear is causing problems for vehicles near the junction.,roads,english,NYC311_seed_controlled_augmentation
We have noticed chemical vapors/gases/odors in the residential area. Residents are requesting assistance.,environment,english,NYC311_seed_controlled_augmentation
We are experiencing heavy flow near the hospital. Please investigate this issue.,water_supply,english,NYC311_seed_controlled_augmentation
"The area is affected by air: odor/fumes, vehicle idling close to the town centre. Residents are requesting assistance.",environment,english,NYC311_seed_controlled_augmentation
Residents have reported: The electricity service has a problem with lighting near our house. Residents are requesting assistance.,electricity,english,NYC311_seed_controlled_augmentation
Please inspect the drain because of sewage odor near the school. Please resolve this problem as soon as possible.,drainage,english,NYC311_seed_controlled_augmentation
There appears to be: Please arrange cleaning because of loose rubbish close to the bus stop. This issue needs attention.,garbage,english,NYC311_seed_controlled_augmentation
I am reporting: Residents are concerned about chemical odor near our house.,environment,english,NYC311_seed_controlled_augmentation
Please inspect the drain because of street flooding close to the bus stop. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation
"Please repair rough, pitted or cracked roads in the residential area. We would appreciate assistance with this issue.",roads,english,NYC311_seed_controlled_augmentation
The drainage problem appears to involve sewer backup along the roadside. Residents are requesting assistance.,drainage,english,NYC311_seed_controlled_augmentation
The area needs cleaning because of loose rubbish along the roadside. We would appreciate assistance with this issue.,garbage,english,NYC311_seed_controlled_augmentation
Curb Defect-Metal Protruding is causing problems for vehicles close to the town centre.,roads,english,NYC311_seed_controlled_augmentation
Please send a technician because of no lighting along the roadside. Please send the responsible team to inspect the area.,electricity,english,NYC311_seed_controlled_augmentation
Residents have complained about loose rubbish close to the bus stop. Residents are requesting assistance.,garbage,english,NYC311_seed_controlled_augmentation
"Cloudy Or Milky, Other has affected the local water supply close to the town centre.",water_supply,english,NYC311_seed_controlled_augmentation
There appears to be: There is outlet/switch in our neighbourhood.,electricity,english,NYC311_seed_controlled_augmentation
There is: Pothole - Highway close to the town centre. Please arrange an inspection.,roads,english,NYC311_seed_controlled_augmentation
There appears to be dirty water near the school.,water_supply,english,NYC311_seed_controlled_augmentation
Wastewater is causing problems due to rain garden flooding near the public market. The problem has been continuing for some time.,drainage,english,NYC311_seed_controlled_augmentation
We are experiencing an electrical problem involving wiring along the roadside. Please take the necessary action.,electricity,english,NYC311_seed_controlled_augmentation
I am reporting: Dirty Sidewalk is creating an unsanitary condition close to the bus stop.,garbage,english,NYC311_seed_controlled_augmentation
Our area is facing no water in our neighbourhood.,water_supply,english,NYC311_seed_controlled_augmentation
There is catch basin clogged/flooding near our house. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation
Residents have complained about dirty sidewalk close to the bus stop.,garbage,english,NYC311_seed_controlled_augmentation
"Residents are concerned about rough, pitted or cracked roads near the school. Residents are requesting assistance.",roads,english,NYC311_seed_controlled_augmentation
"Please repair rough, pitted or cracked roads on the main road. Please send the responsible team to inspect the area.",roads,english,NYC311_seed_controlled_augmentation
I would like to report: Residents have complained about missed recycling-all materials along the roadside. Please send the responsible team to inspect the area.,garbage,english,NYC311_seed_controlled_augmentation
There is a water supply problem involving possible water main break near our house.,water_supply,english,NYC311_seed_controlled_augmentation
There appears to be no lighting near the junction. The problem has been continuing for some time.,electricity,english,NYC311_seed_controlled_augmentation
There is: Please check the water system because of leak outside our building. The problem has been continuing for some time.,water_supply,english,NYC311_seed_controlled_augmentation
Our area has: We need assistance with sewage leak outside our building. Please investigate this issue.,drainage,english,NYC311_seed_controlled_augmentation
Our area has: WIRING is affecting the area near the public market. This issue needs attention.,electricity,english,NYC311_seed_controlled_augmentation
The road has broken curb along the roadside. This issue needs attention.,roads,english,NYC311_seed_controlled_augmentation
There is: Residents have reported outlet/switch in our neighbourhood. Please take the necessary action.,electricity,english,NYC311_seed_controlled_augmentation
"We have noticed air: odor/fumes, restaurant close to the town centre.",environment,english,NYC311_seed_controlled_augmentation
"There is a water supply problem involving taste/odor, bitter/metallic near the school. Please send the responsible team to inspect the area.",water_supply,english,NYC311_seed_controlled_augmentation
Drivers are having difficulty because of wear & tear close to the town centre. Please take the necessary action.,roads,english,NYC311_seed_controlled_augmentation
The drainage system has sewer or drain near the hospital.,drainage,english,NYC311_seed_controlled_augmentation
Residents are concerned about pothole - highway near the school.,roads,english,NYC311_seed_controlled_augmentation
