complaint_text,category,language,source
The road has cave-in along the roadside. Please resolve this problem as soon as possible.,roads,english,NYC311_seed_controlled_augmentation_v2
Please inspect the drain because of catch basin clogged/flooding in the residential area. We would appreciate assistance with this problem.,drainage,english,NYC311_seed_controlled_augmentation_v2
There is dirty sidewalk near our house.,garbage,english,NYC311_seed_controlled_augmentation_v2
Wastewater problems have occurred due to culvert blocked/needs cleaning in our neighbourhood. Residents are requesting assistance.,drainage,english,NYC311_seed_controlled_augmentation_v2
The drain is causing problems because of sewer backup outside our building. Please arrange an inspection.,drainage,english,NYC311_seed_controlled_augmentation_v2
We would like to report curb defect-metal protruding in the residential area.,roads,english,NYC311_seed_controlled_augmentation_v2
Please send a technician because of street light out along the roadside. Please take the necessary action.,electricity,english,NYC311_seed_controlled_augmentation_v2
There is curb defect-metal protruding in the residential area. Please investigate this issue.,roads,english,NYC311_seed_controlled_augmentation_v2
Please send a technician because of lighting on the main road. Please resolve this problem as soon as possible.,electricity,english,NYC311_seed_controlled_augmentation_v2
Drivers are facing problems because of defective hardware in the residential area.,roads,english,NYC311_seed_controlled_augmentation_v2
"Taste/Odor, Bitter/Metallic is affecting the local water supply along the roadside.",water_supply,english,NYC311_seed_controlled_augmentation_v2
Defective Hardware is causing difficulties for vehicles near the junction. The problem has been continuing for some time.,roads,english,NYC311_seed_controlled_augmentation_v2
"This environmental problem involves oil spill on street, small in our neighbourhood. Please resolve this problem as soon as possible.",environment,english,NYC311_seed_controlled_augmentation_v2
The area is affected by asbestos complaint in the residential area. This issue needs urgent attention.,environment,english,NYC311_seed_controlled_augmentation_v2
Our area is facing damp spot near the hospital.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Please send a technician because of multiple street lights out near the hospital.,electricity,english,NYC311_seed_controlled_augmentation_v2
"Residents are concerned about air: odor/fumes, vehicle idling outside our building. Please send the responsible team to inspect the area.",environment,english,NYC311_seed_controlled_augmentation_v2
Missed Recycling-All Materials is creating an unsanitary condition close to the bus stop. Please resolve this problem as soon as possible.,garbage,english,NYC311_seed_controlled_augmentation_v2
"Please investigate the water problem caused by taste/odor, bitter/metallic on the main road. Please investigate this issue.",water_supply,english,NYC311_seed_controlled_augmentation_v2
We have noticed asbestos complaint near our house. The problem has been continuing for some time.,environment,english,NYC311_seed_controlled_augmentation_v2
Waste has become a problem due to improper disposal outside our building. This issue needs urgent attention.,garbage,english,NYC311_seed_controlled_augmentation_v2
The drainage issue appears to involve rain garden flooding in our neighbourhood.,drainage,english,NYC311_seed_controlled_augmentation_v2
We are experiencing an electrical problem involving lamppost knocked down in our neighbourhood. Please arrange an inspection.,electricity,english,NYC311_seed_controlled_augmentation_v2
We are experiencing possible water main break in our neighbourhood. Please take the necessary action.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Please inspect the drain because of catch basin clogged/flooding near the hospital. Please investigate this issue.,drainage,english,NYC311_seed_controlled_augmentation_v2
Residents are requesting action regarding bulk-missed recy collection in the residential area.,garbage,english,NYC311_seed_controlled_augmentation_v2
Waste has become a problem due to missed collection outside our building.,garbage,english,NYC311_seed_controlled_augmentation_v2
"Air: Dust, Other is affecting the surrounding environment in our neighbourhood. This is causing inconvenience to the public.",environment,english,NYC311_seed_controlled_augmentation_v2
Our area is facing slow leak on the main road. Please arrange an inspection.,water_supply,english,NYC311_seed_controlled_augmentation_v2
We have noticed asbestos complaint on the main road. Residents are requesting assistance.,environment,english,NYC311_seed_controlled_augmentation_v2
Wastewater problems have occurred due to ponding near the public market. We would appreciate assistance with this problem.,drainage,english,NYC311_seed_controlled_augmentation_v2
We are experiencing an electrical problem involving wiring on the main road.,electricity,english,NYC311_seed_controlled_augmentation_v2
We are experiencing an electrical problem involving electrical wiring defective/exposed near the hospital. The problem has been continuing for some time.,electricity,english,NYC311_seed_controlled_augmentation_v2
Residents are requesting action regarding street cond/dump-out/drop-off outside our building. We would appreciate assistance with this problem.,garbage,english,NYC311_seed_controlled_augmentation_v2
The drainage issue appears to involve manhole overflow along the roadside. The problem has been continuing for some time.,drainage,english,NYC311_seed_controlled_augmentation_v2
"People nearby have complained about oil spill on street, small close to the town centre. Residents are requesting assistance.",environment,english,NYC311_seed_controlled_augmentation_v2
"Air: Odor/Fumes, Vehicle Idling is affecting the surrounding environment in our neighbourhood. Residents are requesting assistance.",environment,english,NYC311_seed_controlled_augmentation_v2
Wastewater problems have occurred due to sewage leak in the residential area.,drainage,english,NYC311_seed_controlled_augmentation_v2
"People nearby have complained about air: dust, other in our neighbourhood. Please send the responsible team to inspect the area.",environment,english,NYC311_seed_controlled_augmentation_v2
We would like to report broken curb near our house. We would appreciate assistance with this problem.,roads,english,NYC311_seed_controlled_augmentation_v2
Please check the water system because of possible water main break close to the town centre. Please arrange an inspection.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Please arrange cleaning because of missed recycling paper near the junction. Please resolve this problem as soon as possible.,garbage,english,NYC311_seed_controlled_augmentation_v2
The area needs cleaning because of dirty sidewalk along the roadside. Residents are requesting assistance.,garbage,english,NYC311_seed_controlled_augmentation_v2
NO LIGHTING is affecting the area near the junction.,electricity,english,NYC311_seed_controlled_augmentation_v2
Electrical Wiring Defective/Exposed is affecting the area near the hospital. Please take the necessary action.,electricity,english,NYC311_seed_controlled_augmentation_v2
Residents are requesting action regarding bulk-missed recy collection on the main road. Residents are requesting assistance.,garbage,english,NYC311_seed_controlled_augmentation_v2
People in the area are affected by power outage near the junction.,electricity,english,NYC311_seed_controlled_augmentation_v2
The drainage system is affected by manhole overflow on the main road. The problem has been continuing for some time.,drainage,english,NYC311_seed_controlled_augmentation_v2
The drainage issue appears to involve sewage odor outside our building. This is causing inconvenience to the public.,drainage,english,NYC311_seed_controlled_augmentation_v2
Chemical Vapors/Gases/Odors is affecting the surrounding environment near the school. Please investigate this issue.,environment,english,NYC311_seed_controlled_augmentation_v2
There is sewer or drain along the roadside.,drainage,english,NYC311_seed_controlled_augmentation_v2
"Residents are requesting action regarding air: odor/fumes, restaurant near the junction. Please take the necessary action.",environment,english,NYC311_seed_controlled_augmentation_v2
There appears to be multiple street lights out near the junction.,electricity,english,NYC311_seed_controlled_augmentation_v2
Residents have complained about bulk-missed recy collection near the school. Please investigate this issue.,garbage,english,NYC311_seed_controlled_augmentation_v2
"Please investigate unsafe chemical, abandoned close to the bus stop.",environment,english,NYC311_seed_controlled_augmentation_v2
Please resolve the drainage issue involving catch basin clogged/flooding close to the bus stop.,drainage,english,NYC311_seed_controlled_augmentation_v2
Ventilation is affecting the surrounding environment near the school.,environment,english,NYC311_seed_controlled_augmentation_v2
The water service is affected by no water near the school. Please investigate this issue.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Wear & Tear is causing difficulties for vehicles in our neighbourhood. This is causing inconvenience to the public.,roads,english,NYC311_seed_controlled_augmentation_v2
"There is rough, pitted or cracked roads close to the town centre. The problem has been continuing for some time.",roads,english,NYC311_seed_controlled_augmentation_v2
Our area is facing leak near the school. The problem has been continuing for some time.,water_supply,english,NYC311_seed_controlled_augmentation_v2
There appears to be wiring on the main road. This is causing inconvenience to the public.,electricity,english,NYC311_seed_controlled_augmentation_v2
We are experiencing an electrical problem involving multiple street lights out near our house. Please investigate this issue.,electricity,english,NYC311_seed_controlled_augmentation_v2
People nearby have complained about large number of mosquitoes along the roadside. Please take the necessary action.,environment,english,NYC311_seed_controlled_augmentation_v2
This environmental problem involves air: other air problem near the public market.,environment,english,NYC311_seed_controlled_augmentation_v2
Lamppost Wire Exposed is affecting the area near the junction.,electricity,english,NYC311_seed_controlled_augmentation_v2
This environmental problem involves chemical vapors/gases/odors near the public market. The problem has been continuing for some time.,environment,english,NYC311_seed_controlled_augmentation_v2
Please inspect the drain because of rain garden flooding close to the town centre.,drainage,english,NYC311_seed_controlled_augmentation_v2
"The area is affected by air: smoke, vehicular near our house. Please send the responsible team to inspect the area.",environment,english,NYC311_seed_controlled_augmentation_v2
The electrical system needs attention because of electrical wiring defective/exposed along the roadside. This is causing inconvenience to the public.,electricity,english,NYC311_seed_controlled_augmentation_v2
There is pothole - highway on the main road.,roads,english,NYC311_seed_controlled_augmentation_v2
The area needs cleaning because of loose rubbish near the public market.,garbage,english,NYC311_seed_controlled_augmentation_v2
Residents have reported outlet/switch near the public market.,electricity,english,NYC311_seed_controlled_augmentation_v2
Residents have reported lamppost knocked down near the junction. The problem has been continuing for some time.,electricity,english,NYC311_seed_controlled_augmentation_v2
The electrical system needs attention because of lamppost wire exposed near our house.,electricity,english,NYC311_seed_controlled_augmentation_v2
Broken Curb is causing difficulties for vehicles close to the town centre. Please resolve this problem as soon as possible.,roads,english,NYC311_seed_controlled_augmentation_v2
We need assistance with sewage odor near the junction. Residents are requesting assistance.,drainage,english,NYC311_seed_controlled_augmentation_v2
The drain is causing problems because of street flooding near the junction. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation_v2
The road needs attention because of wear & tear close to the bus stop.,roads,english,NYC311_seed_controlled_augmentation_v2
Residents have reported slow leak in our neighbourhood.,water_supply,english,NYC311_seed_controlled_augmentation_v2
The area is affected by asbestos complaint outside our building.,environment,english,NYC311_seed_controlled_augmentation_v2
Please arrange cleaning because of bulk-missed recy collection outside our building.,garbage,english,NYC311_seed_controlled_augmentation_v2
Catch Basin Clogged/Flooding is causing drainage problems near the school. Please investigate this issue.,drainage,english,NYC311_seed_controlled_augmentation_v2
"Please investigate air: smoke, chimney or vent in the residential area.",environment,english,NYC311_seed_controlled_augmentation_v2
"The water service is affected by cloudy or milky, other in the residential area.",water_supply,english,NYC311_seed_controlled_augmentation_v2
The electrical system needs attention because of power outage close to the town centre. Please investigate this issue.,electricity,english,NYC311_seed_controlled_augmentation_v2
We have noticed large number of mosquitoes outside our building. This issue needs urgent attention.,environment,english,NYC311_seed_controlled_augmentation_v2
We would like to report broken curb near the hospital. Please investigate this issue.,roads,english,NYC311_seed_controlled_augmentation_v2
Residents are requesting action regarding air: other air problem in the residential area.,environment,english,NYC311_seed_controlled_augmentation_v2
"There is an environmental issue involving oil spill on street, large in the residential area. The problem has been continuing for some time.",environment,english,NYC311_seed_controlled_augmentation_v2
We are experiencing leak near the hospital.,water_supply,english,NYC311_seed_controlled_augmentation_v2
There appears to be slow leak along the roadside.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Wastewater problems have occurred due to street flooding in our neighbourhood.,drainage,english,NYC311_seed_controlled_augmentation_v2
Garbage collection is affected by improper disposal on the main road. Please arrange an inspection.,garbage,english,NYC311_seed_controlled_augmentation_v2
There is wiring on the main road.,electricity,english,NYC311_seed_controlled_augmentation_v2
Our area is facing hydrant leaking along the roadside.,water_supply,english,NYC311_seed_controlled_augmentation_v2
The water service is affected by unknown odor/taste in drinking water near the public market. We would appreciate assistance with this problem.,water_supply,english,NYC311_seed_controlled_augmentation_v2
There is sewer or drain near the hospital. Please resolve this problem as soon as possible.,drainage,english,NYC311_seed_controlled_augmentation_v2
Please address receptacle violation close to the bus stop.,garbage,english,NYC311_seed_controlled_augmentation_v2
This environmental problem involves chemical vapors/gases/odors close to the bus stop. Please resolve this problem as soon as possible.,environment,english,NYC311_seed_controlled_augmentation_v2
There is cave-in outside our building.,roads,english,NYC311_seed_controlled_augmentation_v2
Residents have reported leak along the roadside. We would appreciate assistance with this problem.,water_supply,english,NYC311_seed_controlled_augmentation_v2
The area needs cleaning because of street cond/dump-out/drop-off along the roadside.,garbage,english,NYC311_seed_controlled_augmentation_v2
The road needs attention because of cave-in in our neighbourhood. We would appreciate assistance with this problem.,roads,english,NYC311_seed_controlled_augmentation_v2
"Residents are concerned about air: smoke, vehicular in the residential area.",environment,english,NYC311_seed_controlled_augmentation_v2
People in the area are affected by electrical wiring defective/exposed in our neighbourhood. Please investigate this issue.,electricity,english,NYC311_seed_controlled_augmentation_v2
The drainage system is affected by sewer backup near the public market. Please arrange an inspection.,drainage,english,NYC311_seed_controlled_augmentation_v2
Sewage Leak is causing drainage problems close to the bus stop.,drainage,english,NYC311_seed_controlled_augmentation_v2
Waste has become a problem due to dirty sidewalk along the roadside. Please resolve this problem as soon as possible.,garbage,english,NYC311_seed_controlled_augmentation_v2
Please inspect the electrical issue involving lamppost wire exposed near the junction. The problem has been continuing for some time.,electricity,english,NYC311_seed_controlled_augmentation_v2
The drainage issue appears to involve manhole overflow near our house. This issue needs urgent attention.,drainage,english,NYC311_seed_controlled_augmentation_v2
There is sewage leak near the hospital.,drainage,english,NYC311_seed_controlled_augmentation_v2
The road needs attention because of wear & tear in our neighbourhood.,roads,english,NYC311_seed_controlled_augmentation_v2
The drain is causing problems because of sewage leak in the residential area. This is causing inconvenience to the public.,drainage,english,NYC311_seed_controlled_augmentation_v2
RAIN GARDEN FLOODING is causing drainage problems near the public market. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation_v2
OUTLET/SWITCH is affecting the area in our neighbourhood. The problem has been continuing for some time.,electricity,english,NYC311_seed_controlled_augmentation_v2
The drain is causing problems because of sewage leak near the hospital. Residents are requesting assistance.,drainage,english,NYC311_seed_controlled_augmentation_v2
The road has wear & tear on the main road. This is causing inconvenience to the public.,roads,english,NYC311_seed_controlled_augmentation_v2
Residents are requesting action regarding bulk-missed collection near our house.,garbage,english,NYC311_seed_controlled_augmentation_v2
The road has pothole - highway on the main road. Please arrange an inspection.,roads,english,NYC311_seed_controlled_augmentation_v2
"We have noticed unsafe chemical, storage near the public market. Please send the responsible team to inspect the area.",environment,english,NYC311_seed_controlled_augmentation_v2
Please send a technician because of lamppost wire exposed in the residential area. Please send the responsible team to inspect the area.,electricity,english,NYC311_seed_controlled_augmentation_v2
Waste has become a problem due to receptacle violation near our house. Please arrange an inspection.,garbage,english,NYC311_seed_controlled_augmentation_v2
Vehicles are being affected by defective hardware close to the bus stop.,roads,english,NYC311_seed_controlled_augmentation_v2
There is curb defect-metal protruding outside our building. Please investigate this issue.,roads,english,NYC311_seed_controlled_augmentation_v2
Waste has become a problem due to loose rubbish near our house.,garbage,english,NYC311_seed_controlled_augmentation_v2
Please inspect the electrical issue involving street light lamp dim near the hospital.,electricity,english,NYC311_seed_controlled_augmentation_v2
The drainage system is affected by ponding near the public market. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation_v2
There appears to be heavy flow on the main road. Residents are requesting assistance.,water_supply,english,NYC311_seed_controlled_augmentation_v2
We need assistance with manhole overflow near the hospital. Please resolve this problem as soon as possible.,drainage,english,NYC311_seed_controlled_augmentation_v2
We need assistance with ponding in the residential area. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation_v2
"We have noticed oil spill on street, large outside our building.",environment,english,NYC311_seed_controlled_augmentation_v2
Residents are concerned about failed street repair in our neighbourhood. Please arrange an inspection.,roads,english,NYC311_seed_controlled_augmentation_v2
Waste has become a problem due to bulk-missed collection near the school. This is causing inconvenience to the public.,garbage,english,NYC311_seed_controlled_augmentation_v2
The area needs cleaning because of improper disposal on the main road.,garbage,english,NYC311_seed_controlled_augmentation_v2
"There is a water supply issue involving taste/odor, bitter/metallic close to the bus stop.",water_supply,english,NYC311_seed_controlled_augmentation_v2
Wastewater problems have occurred due to rain garden flooding near the hospital. This is causing inconvenience to the public.,drainage,english,NYC311_seed_controlled_augmentation_v2
Waste has become a problem due to bulk-missed recy collection near the public market. This issue needs urgent attention.,garbage,english,NYC311_seed_controlled_augmentation_v2
The drainage system is affected by sewage odor on the main road. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation_v2
There is cave-in close to the bus stop.,roads,english,NYC311_seed_controlled_augmentation_v2
Please address receptacle violation outside our building. This issue needs urgent attention.,garbage,english,NYC311_seed_controlled_augmentation_v2
Residents have complained about improper disposal near our house.,garbage,english,NYC311_seed_controlled_augmentation_v2
Please investigate ventilation in the residential area.,environment,english,NYC311_seed_controlled_augmentation_v2
There is a waste management problem involving receptacle violation in the residential area.,garbage,english,NYC311_seed_controlled_augmentation_v2
SLOW LEAK is affecting the local water supply near the junction. We would appreciate assistance with this problem.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Residents are concerned about failed street repair on the main road.,roads,english,NYC311_seed_controlled_augmentation_v2
Residents are requesting action regarding missed collection in the residential area.,garbage,english,NYC311_seed_controlled_augmentation_v2
The area is affected by asbestos complaint in our neighbourhood. We would appreciate assistance with this problem.,environment,english,NYC311_seed_controlled_augmentation_v2
Vehicles are being affected by broken curb in the residential area.,roads,english,NYC311_seed_controlled_augmentation_v2
"We have noticed air: smoke, vehicular close to the town centre.",environment,english,NYC311_seed_controlled_augmentation_v2
Residents are requesting action regarding missed recycling-all materials near the school.,garbage,english,NYC311_seed_controlled_augmentation_v2
We need assistance with ponding near the school. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation_v2
Street Flooding is causing drainage problems near the hospital. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation_v2
There appears to be lighting near the junction. Residents are requesting assistance.,electricity,english,NYC311_seed_controlled_augmentation_v2
We need assistance with rain garden flooding on the main road. This issue needs urgent attention.,drainage,english,NYC311_seed_controlled_augmentation_v2
Missed Recycling Paper is creating an unsanitary condition close to the bus stop. The problem has been continuing for some time.,garbage,english,NYC311_seed_controlled_augmentation_v2
"The road surface is damaged due to rough, pitted or cracked roads in the residential area. Please resolve this problem as soon as possible.",roads,english,NYC311_seed_controlled_augmentation_v2
Please investigate the water problem caused by unknown odor/taste in drinking water in the residential area. Please send the responsible team to inspect the area.,water_supply,english,NYC311_seed_controlled_augmentation_v2
"People in the area are experiencing cloudy or milky, other on the main road. The problem has been continuing for some time.",water_supply,english,NYC311_seed_controlled_augmentation_v2
Please check the water system because of possible water main break near our house.,water_supply,english,NYC311_seed_controlled_augmentation_v2
People in the area are affected by street light lamp dim near the hospital.,electricity,english,NYC311_seed_controlled_augmentation_v2
There is defective hardware close to the bus stop.,roads,english,NYC311_seed_controlled_augmentation_v2
"Please investigate air: dust, construction/demolition outside our building.",environment,english,NYC311_seed_controlled_augmentation_v2
Dirty Water is affecting the local water supply near the junction. This issue needs urgent attention.,water_supply,english,NYC311_seed_controlled_augmentation_v2
The electrical system needs attention because of no lighting on the main road. Please resolve this problem as soon as possible.,electricity,english,NYC311_seed_controlled_augmentation_v2
Residents are requesting action regarding chemical vapors/gases/odors outside our building.,environment,english,NYC311_seed_controlled_augmentation_v2
Our area is facing slow leak near the public market. This is causing inconvenience to the public.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Our area is facing leak near the public market.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Drivers are facing problems because of pothole on the main road.,roads,english,NYC311_seed_controlled_augmentation_v2
"Residents are requesting action regarding oil spill on street, large in the residential area.",environment,english,NYC311_seed_controlled_augmentation_v2
Residents have reported dirty water close to the town centre.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Please check the water system because of possible water main break outside our building.,water_supply,english,NYC311_seed_controlled_augmentation_v2
There is lamppost knocked down in our neighbourhood. This is causing inconvenience to the public.,electricity,english,NYC311_seed_controlled_augmentation_v2
Please address missed recycling-all materials near the school.,garbage,english,NYC311_seed_controlled_augmentation_v2
Please arrange cleaning because of loose rubbish close to the bus stop.,garbage,english,NYC311_seed_controlled_augmentation_v2
The electrical system needs attention because of no lighting close to the town centre. Please arrange an inspection.,electricity,english,NYC311_seed_controlled_augmentation_v2
There is an environmental issue involving large number of mosquitoes in the residential area.,environment,english,NYC311_seed_controlled_augmentation_v2
"We are experiencing taste/odor, bitter/metallic on the main road. Please send the responsible team to inspect the area.",water_supply,english,NYC311_seed_controlled_augmentation_v2
The area needs cleaning because of missed recycling - m/g/pl close to the bus stop.,garbage,english,NYC311_seed_controlled_augmentation_v2
Please check the water system because of slow leak outside our building. Please send the responsible team to inspect the area.,water_supply,english,NYC311_seed_controlled_augmentation_v2
The water service is affected by low water pressure close to the town centre.,water_supply,english,NYC311_seed_controlled_augmentation_v2
The electrical system needs attention because of lamppost knocked down along the roadside. Residents are requesting assistance.,electricity,english,NYC311_seed_controlled_augmentation_v2
Residents are reporting catch basin clogged/flooding near the public market. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation_v2
"There is an environmental issue involving unsafe chemical, storage close to the town centre. The problem has been continuing for some time.",environment,english,NYC311_seed_controlled_augmentation_v2
Please inspect the environmental issue involving air: other air problem on the main road. Please take the necessary action.,environment,english,NYC311_seed_controlled_augmentation_v2
Garbage collection is affected by improper disposal near the public market.,garbage,english,NYC311_seed_controlled_augmentation_v2
Please check the water system because of hydrant leaking outside our building. Please take the necessary action.,water_supply,english,NYC311_seed_controlled_augmentation_v2
There appears to be multiple street lights out outside our building. Please investigate this issue.,electricity,english,NYC311_seed_controlled_augmentation_v2
The area needs cleaning because of bulk-missed collection near the school. Residents are requesting assistance.,garbage,english,NYC311_seed_controlled_augmentation_v2
Please resolve the drainage issue involving ponding near the public market.,drainage,english,NYC311_seed_controlled_augmentation_v2
Please repair broken curb near the junction. This is causing inconvenience to the public.,roads,english,NYC311_seed_controlled_augmentation_v2
There is rain garden flooding close to the town centre. The problem has been continuing for some time.,drainage,english,NYC311_seed_controlled_augmentation_v2
Residents are reporting sewage leak in the residential area. We would appreciate assistance with this problem.,drainage,english,NYC311_seed_controlled_augmentation_v2
Please inspect the electrical issue involving wiring close to the bus stop.,electricity,english,NYC311_seed_controlled_augmentation_v2
Residents are concerned about chemical odor near the school. This is causing inconvenience to the public.,environment,english,NYC311_seed_controlled_augmentation_v2
RAIN GARDEN FLOODING is causing drainage problems close to the town centre.,drainage,english,NYC311_seed_controlled_augmentation_v2
We need assistance with sewer backup near the school.,drainage,english,NYC311_seed_controlled_augmentation_v2
Please repair wear & tear near the hospital. Residents are requesting assistance.,roads,english,NYC311_seed_controlled_augmentation_v2
Please send a technician because of street light out near the public market. This is causing inconvenience to the public.,electricity,english,NYC311_seed_controlled_augmentation_v2
Please resolve the drainage issue involving street flooding near the junction.,drainage,english,NYC311_seed_controlled_augmentation_v2
Residents are concerned about defective hardware along the roadside.,roads,english,NYC311_seed_controlled_augmentation_v2
Residents are concerned about defective hardware near the hospital. Please arrange an inspection.,roads,english,NYC311_seed_controlled_augmentation_v2
There appears to be leak along the roadside. Please take the necessary action.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Please arrange cleaning because of loose rubbish near our house. Please resolve this problem as soon as possible.,garbage,english,NYC311_seed_controlled_augmentation_v2
The drainage system is affected by sewer or drain in our neighbourhood. The problem has been continuing for some time.,drainage,english,NYC311_seed_controlled_augmentation_v2
We need assistance with street flooding close to the town centre. Please resolve this problem as soon as possible.,drainage,english,NYC311_seed_controlled_augmentation_v2
We are experiencing an electrical problem involving no lighting close to the bus stop.,electricity,english,NYC311_seed_controlled_augmentation_v2
There is an environmental issue involving ventilation on the main road. We would appreciate assistance with this problem.,environment,english,NYC311_seed_controlled_augmentation_v2
Please check the water system because of low water pressure near the hospital. Please send the responsible team to inspect the area.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Please inspect the drain because of sewage leak along the roadside.,drainage,english,NYC311_seed_controlled_augmentation_v2
The road has curb defect-metal protruding close to the town centre.,roads,english,NYC311_seed_controlled_augmentation_v2
"Please check the water system because of taste/odor, bitter/metallic in our neighbourhood. Please investigate this issue.",water_supply,english,NYC311_seed_controlled_augmentation_v2
Please check the water system because of possible water main break close to the bus stop. Please investigate this issue.,water_supply,english,NYC311_seed_controlled_augmentation_v2
The area needs cleaning because of bulk-missed recy collection on the main road. We would appreciate assistance with this problem.,garbage,english,NYC311_seed_controlled_augmentation_v2
Residents have reported damp spot close to the town centre. Residents are requesting assistance.,water_supply,english,NYC311_seed_controlled_augmentation_v2
People in the area are experiencing damp spot in our neighbourhood. Residents are requesting assistance.,water_supply,english,NYC311_seed_controlled_augmentation_v2
"The road surface is damaged due to rough, pitted or cracked roads close to the town centre.",roads,english,NYC311_seed_controlled_augmentation_v2
"Residents are requesting action regarding unsafe chemical, abandoned near our house. This issue needs urgent attention.",environment,english,NYC311_seed_controlled_augmentation_v2
The electricity service has a problem with lamppost wire exposed near the junction.,electricity,english,NYC311_seed_controlled_augmentation_v2
"People nearby have complained about oil spill on street, large near the junction. Please take the necessary action.",environment,english,NYC311_seed_controlled_augmentation_v2
Please check the water system because of slow leak near our house.,water_supply,english,NYC311_seed_controlled_augmentation_v2
We need assistance with rain garden flooding on the main road.,drainage,english,NYC311_seed_controlled_augmentation_v2
Residents have reported possible water main break near the public market.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Street Light Lamp Dim is affecting the area near our house.,electricity,english,NYC311_seed_controlled_augmentation_v2
"People in the area are experiencing taste/odor, chlorine in our neighbourhood. Please take the necessary action.",water_supply,english,NYC311_seed_controlled_augmentation_v2
The drainage issue appears to involve culvert blocked/needs cleaning in our neighbourhood.,drainage,english,NYC311_seed_controlled_augmentation_v2
Please repair pothole - highway along the roadside. The problem has been continuing for some time.,roads,english,NYC311_seed_controlled_augmentation_v2
There is wear & tear outside our building. This is causing inconvenience to the public.,roads,english,NYC311_seed_controlled_augmentation_v2
There is an environmental issue involving chemical vapors/gases/odors near the school. Residents are requesting assistance.,environment,english,NYC311_seed_controlled_augmentation_v2
Vehicles are being affected by failed street repair outside our building. This issue needs urgent attention.,roads,english,NYC311_seed_controlled_augmentation_v2
Garbage collection is affected by dirty sidewalk near the hospital. Please arrange an inspection.,garbage,english,NYC311_seed_controlled_augmentation_v2
Waste has become a problem due to bulk-missed recy collection on the main road.,garbage,english,NYC311_seed_controlled_augmentation_v2
"This environmental problem involves air: dust, other outside our building. This is causing inconvenience to the public.",environment,english,NYC311_seed_controlled_augmentation_v2
Dirty Water is affecting the local water supply close to the town centre.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Residents have reported street light out outside our building. Please investigate this issue.,electricity,english,NYC311_seed_controlled_augmentation_v2
Street Light Out is affecting the area along the roadside.,electricity,english,NYC311_seed_controlled_augmentation_v2
Curb Defect-Metal Protruding is causing difficulties for vehicles near the public market. Please investigate this issue.,roads,english,NYC311_seed_controlled_augmentation_v2
Residents are reporting sewage odor in our neighbourhood. We would appreciate assistance with this problem.,drainage,english,NYC311_seed_controlled_augmentation_v2
We need assistance with sewage odor near our house.,drainage,english,NYC311_seed_controlled_augmentation_v2
People in the area are affected by electrical wiring defective/exposed in our neighbourhood.,electricity,english,NYC311_seed_controlled_augmentation_v2
We have noticed air: other air problem in our neighbourhood.,environment,english,NYC311_seed_controlled_augmentation_v2
"People nearby have complained about air: dust, construction/demolition outside our building. The problem has been continuing for some time.",environment,english,NYC311_seed_controlled_augmentation_v2
Please inspect the electrical issue involving street light out in our neighbourhood. Please resolve this problem as soon as possible.,electricity,english,NYC311_seed_controlled_augmentation_v2
"The area is affected by air: dust, other near the school.",environment,english,NYC311_seed_controlled_augmentation_v2
"This environmental problem involves unsafe chemical, abandoned near the junction. We would appreciate assistance with this problem.",environment,english,NYC311_seed_controlled_augmentation_v2
"People nearby have complained about air: smoke, vehicular near the public market. Please investigate this issue.",environment,english,NYC311_seed_controlled_augmentation_v2
We are experiencing an electrical problem involving power outage outside our building.,electricity,english,NYC311_seed_controlled_augmentation_v2
There appears to be outlet/switch along the roadside. Please take the necessary action.,electricity,english,NYC311_seed_controlled_augmentation_v2
Please inspect the drain because of sewage leak in the residential area. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation_v2
Our area is facing damp spot near the school. Residents are requesting assistance.,water_supply,english,NYC311_seed_controlled_augmentation_v2
"Please investigate unsafe chemical, abandoned close to the town centre.",environment,english,NYC311_seed_controlled_augmentation_v2
"There appears to be taste/odor, bitter/metallic near the public market. Residents are requesting assistance.",water_supply,english,NYC311_seed_controlled_augmentation_v2
