complaint_text,priority
Residents have noticed that a damaged electrical pole is leaning over a busy road near our houses. The issue has been reported by households nearby.,high
The situation involves a few garbage bags are waiting at the normal collection point close to the bus stop. The issue is affecting normal use of the area.,low
A local issue has developed where a curb has a small chipped section close to the playground.,low
The situation involves repeated electricity interruptions are affecting many houses near our houses. The problem can be seen clearly from the roadside.,medium
There is a problem where a major water pipe has burst and water is entering nearby houses near the town centre. Residents noticed the problem this morning.,high
We have noticed that tap water has a slight unusual smell but remains available on the main road. The issue is affecting normal use of the area.,low
People in the area are reporting that a sewer blockage is creating a strong smell across several nearby properties close to the bus stop. The condition has remained unchanged since yesterday.,medium
A local issue has developed where a curb has a small chipped section on the main road. The issue is affecting normal use of the area.,low
We have noticed that a large section of road has collapsed beside a school entrance on the main road. People passing through the area are being affected.,high
People in the area are reporting that a sewer blockage is creating a strong smell across several nearby properties close to the bus stop. The issue is affecting normal use of the area.,medium
We have noticed that a shallow puddle forms after light rain near the town centre. People passing through the area are being affected.,low
A local issue has developed where a public bin is partly full but not overflowing along the roadside.,low
The situation involves a water main failure has flooded the entrance to a hospital near the hospital. The problem can be seen clearly from the roadside.,high
There is a problem where a deep hole has opened across most of the traffic lane near a blind bend near the town centre. Residents noticed the problem this morning.,high
We have noticed that an exposed electrical cable is hanging low where pedestrians can reach it near our houses.,high
Residents have noticed that water supply has been unavailable to a neighbourhood since yesterday on the main road. The issue has been reported by households nearby.,medium
The situation involves a curb has a small chipped section near the hospital. People in the area have reported the same issue.,low
Water pressure is too low for many houses in the area along the roadside. The problem has continued despite recent rainfall.,medium
A local issue has developed where one street lamp is dim but still provides some light close to the playground. People passing through the area are being affected.,low
The situation involves a large public waste bin is overflowing onto the pavement in our neighbourhood. Several nearby residents have raised concerns.,medium
We have noticed that several potholes are making vehicles slow down on the main road near the town centre. The problem can be seen clearly from the roadside.,medium
There is a problem where a roadside drain has some leaves and sediment inside it close to the playground. The condition becomes worse during busy periods.,low
A sewer blockage is creating a strong smell across several nearby properties in our neighbourhood. Residents noticed the problem this morning.,medium
A local issue has developed where a damaged electrical pole is leaning over a busy road near the school. People in the area have reported the same issue.,high
There is a problem where water supply has been unavailable to a neighbourhood since yesterday in our neighbourhood. The issue is affecting normal use of the area.,medium
A local issue has developed where there is a small amount of dust near a construction site along the roadside.,low
A roadside drain has some leaves and sediment inside it along the roadside. The problem can be seen clearly from the roadside.,low
A local issue has developed where a fallen power cable is lying across a pedestrian path in our neighbourhood. People in the area have reported the same issue.,high
There is a problem where a single street sign area has minor surface damage near the hospital.,low
A drain cover is slightly loose but still in place near the school. The condition becomes worse during busy periods.,low
The road surface is damaged in several places and motorcycles are having difficulty passing close to the playground. The condition becomes worse during busy periods.,medium
Water supply has been unavailable to a neighbourhood since yesterday close to the bus stop. The problem can be seen clearly from the roadside.,medium
There is a problem where several potholes are making vehicles slow down on the main road close to the bus stop. The problem has continued despite recent rainfall.,medium
We have noticed that a small amount of litter is scattered near a bus stop at the main junction. The condition has remained unchanged since yesterday.,low
We have noticed that there is a small amount of dust near a construction site near the town centre.,low
People in the area are reporting that electrical wires are sparking beside a crowded pedestrian area near the community hall. People in the area have reported the same issue.,high
Residents have noticed that a water main failure has flooded the entrance to a hospital close to the bus stop.,high
People in the area are reporting that a small patch of the road surface has become uneven near the public market.,low
The situation involves dense smoke from a nearby facility is causing residents to leave their homes close to the playground. The problem has continued despite recent rainfall.,high
Residents have noticed that sewage is flowing into several homes from an overflowing manhole close to the playground. The issue is affecting normal use of the area.,high
People in the area are reporting that repeated electricity interruptions are affecting many houses near the town centre. Several nearby residents have raised concerns.,medium
The situation involves floodwater has entered houses and is continuing to rise near our houses.,high
We have noticed that a shallow puddle forms after light rain near the hospital. The condition becomes worse during busy periods.,low
There is a problem where an exposed electrical cable is hanging low where pedestrians can reach it close to the bus stop.,high
We have noticed that a small patch of the road surface has become uneven on the main road.,low
The situation involves a single street sign area has minor surface damage along the roadside.,low
We have noticed that construction dust is affecting nearby shops and homes throughout the day near the hospital.,medium
We have noticed that a major water pipe has burst and water is entering nearby houses at the main junction. People in the area have reported the same issue.,high
The situation involves a large public waste bin is overflowing onto the pavement close to the bus stop.,medium
A large section of road has collapsed beside a school entrance near our houses. The condition becomes worse during busy periods.,high
People in the area are reporting that part of a roadside retaining wall has collapsed onto the traffic lane on the main road.,high
We have noticed that dense smoke from a nearby facility is causing residents to leave their homes in our neighbourhood.,high
Residents have noticed that a section of road has sunk and vehicles must drive around it on the main road. People passing through the area are being affected.,medium
The situation involves a damaged electrical pole is leaning over a busy road near the town centre. The problem can be seen clearly from the roadside.,high
Residents have noticed that a large public waste bin is overflowing onto the pavement along the roadside.,medium
A local issue has developed where a small crack has appeared along the edge of a side road close to the bus stop. People in the area have reported the same issue.,low
The situation involves a small crack has appeared along the edge of a side road close to the playground.,low
People in the area are reporting that several street lights along one road are not working near the town centre.,medium
Repeated electricity interruptions are affecting many houses near our houses.,medium
There is a problem where electrical wires are sparking beside a crowded pedestrian area on the main road.,high
The road surface is damaged in several places and motorcycles are having difficulty passing near the community hall. People passing through the area are being affected.,medium
A local issue has developed where electrical wires are sparking beside a crowded pedestrian area near the town centre. The issue has been reported by households nearby.,high
The situation involves a small patch of the road surface has become uneven close to the playground. People in the area have reported the same issue.,low
A single street sign area has minor surface damage along the roadside.,low
Water supply has been unavailable to a neighbourhood since yesterday on the main road. The issue is affecting normal use of the area.,medium
We have noticed that several potholes are making vehicles slow down on the main road in our neighbourhood. The condition has remained unchanged since yesterday.,medium
There is a problem where part of a roadside retaining wall has collapsed onto the traffic lane near the public market. Several nearby residents have raised concerns.,high
People in the area are reporting that a large public waste bin is overflowing onto the pavement near our houses.,medium
We have noticed that a curb has a small chipped section near the town centre.,low
We have noticed that smoke from a nearby workshop is entering nearby houses on the main road.,medium
A local issue has developed where smoke from a nearby workshop is entering nearby houses near the school. The issue has been reported by households nearby.,medium
We have noticed that a drain cover is slightly loose but still in place near our houses. The condition becomes worse during busy periods.,low
People in the area are reporting that part of a roadside retaining wall has collapsed onto the traffic lane near the town centre. The problem can be seen clearly from the roadside.,high
People in the area are reporting that a fallen power cable is lying across a pedestrian path near the community hall. The condition has remained unchanged since yesterday.,high
The situation involves sewage is spreading across a school access road near our houses.,high
A local issue has developed where garbage collection has been missed for several days and waste is accumulating near our houses. The condition has remained unchanged since yesterday.,medium
We have noticed that there is a small amount of dust near a construction site close to the playground.,low
People in the area are reporting that electrical wires are sparking beside a crowded pedestrian area along the roadside.,high
We have noticed that a sewer blockage is creating a strong smell across several nearby properties on the main road.,medium
The situation involves a fallen power cable is lying across a pedestrian path near our houses. The condition has remained unchanged since yesterday.,high
We have noticed that a curb has a small chipped section in our neighbourhood.,low
We have noticed that a single street sign area has minor surface damage on the main road.,low
A local issue has developed where tap water has a slight unusual smell but remains available on the main road. The problem has continued despite recent rainfall.,low
The situation involves a chemical liquid has leaked onto a public road beside residential buildings on the main road. People passing through the area are being affected.,high
Residents have noticed that electrical wires are sparking beside a crowded pedestrian area close to the playground. The issue has been reported by households nearby.,high
We have noticed that several potholes are making vehicles slow down on the main road near the school.,medium
Residents have noticed that electrical wires are sparking beside a crowded pedestrian area near the community hall. Residents noticed the problem this morning.,high
The situation involves a roadside drain is blocked and rainwater is collecting across part of the road near the public market.,medium
A local issue has developed where several potholes are making vehicles slow down on the main road in our neighbourhood.,medium
People in the area are reporting that water supply has been unavailable to a neighbourhood since yesterday close to the playground.,medium
There is a problem where several potholes are making vehicles slow down on the main road on the main road.,medium
Residents have noticed that construction dust is affecting nearby shops and homes throughout the day at the main junction. The problem can be seen clearly from the roadside.,medium
There is a problem where a shallow puddle forms after light rain near the school. The condition has remained unchanged since yesterday.,low
People in the area are reporting that floodwater has entered houses and is continuing to rise near the school. The problem can be seen clearly from the roadside.,high
We have noticed that a public bin is partly full but not overflowing near the town centre. People in the area have reported the same issue.,low
There is a problem where repeated electricity interruptions are affecting many houses near the public market.,medium
People in the area are reporting that thick smoke is causing breathing difficulty among nearby residents near the school. The condition has remained unchanged since yesterday.,high
We have noticed that dense smoke from a nearby facility is causing residents to leave their homes on the main road. The issue has been reported by households nearby.,high
The situation involves a fallen power cable is lying across a pedestrian path near the town centre. Residents noticed the problem this morning.,high
We have noticed that the road surface is damaged in several places and motorcycles are having difficulty passing near our houses. The condition has remained unchanged since yesterday.,medium
The situation involves construction dust is affecting nearby shops and homes throughout the day in our neighbourhood. The condition has remained unchanged since yesterday.,medium
Construction dust is affecting nearby shops and homes throughout the day near the school. The problem has continued despite recent rainfall.,medium
A local issue has developed where dense smoke from a nearby facility is causing residents to leave their homes near our houses.,high
There is a problem where an exposed electrical cable is hanging low where pedestrians can reach it near the hospital.,high
The situation involves a water pipe is leaking continuously and a large amount of water is being wasted near the public market.,medium
There is a problem where an exposed electrical cable is hanging low where pedestrians can reach it near the town centre. The issue has been reported by households nearby.,high
The situation involves a single street sign area has minor surface damage on the main road. Several nearby residents have raised concerns.,low
The situation involves there is a small amount of dust near a construction site near the school. Several nearby residents have raised concerns.,low
A local issue has developed where several potholes are making vehicles slow down on the main road near the town centre.,medium
The situation involves several street lights along one road are not working in our neighbourhood. The condition has remained unchanged since yesterday.,medium
A water pipe is leaking continuously and a large amount of water is being wasted close to the playground. The issue is affecting normal use of the area.,medium
There is a problem where a drain cover is slightly loose but still in place along the roadside. The problem has continued despite recent rainfall.,low
We have noticed that there is a small amount of dust near a construction site on the main road.,low
There is a problem where a major water pipe has burst and water is entering nearby houses close to the playground. People in the area have reported the same issue.,high
There is a problem where a shallow puddle forms after light rain close to the playground. People passing through the area are being affected.,low
Residents have noticed that water supply has been unavailable to a neighbourhood since yesterday on the main road. The condition has remained unchanged since yesterday.,medium
A local issue has developed where water supply has been unavailable to a neighbourhood since yesterday near the school. The problem has continued despite recent rainfall.,medium
There is a problem where wastewater is overflowing from a drain onto the roadside near the hospital. The issue is affecting normal use of the area.,medium
Repeated electricity interruptions are affecting many houses in our neighbourhood.,medium
A small patch of the road surface has become uneven near the hospital. Residents noticed the problem this morning.,low
People in the area are reporting that a fallen power cable is lying across a pedestrian path on the main road. The issue has been reported by households nearby.,high
Residents have noticed that a single street sign area has minor surface damage close to the bus stop. Residents noticed the problem this morning.,low
The situation involves wastewater is overflowing from a drain onto the roadside near the school.,medium
People in the area are reporting that a small crack has appeared along the edge of a side road at the main junction. The problem has continued despite recent rainfall.,low
Residents have noticed that several potholes are making vehicles slow down on the main road along the roadside.,medium
People in the area are reporting that a large section of road has collapsed beside a school entrance in our neighbourhood. People passing through the area are being affected.,high
We have noticed that several street lights along one road are not working near the town centre. The problem can be seen clearly from the roadside.,medium
We have noticed that a minor water leak is dripping from a public pipe near the school.,low
Residents have noticed that an exposed electrical cable is hanging low where pedestrians can reach it near the public market. The issue has been reported by households nearby.,high
Smoke from a nearby workshop is entering nearby houses along the roadside. The issue is affecting normal use of the area.,medium
People in the area are reporting that garbage collection has been missed for several days and waste is accumulating near the hospital.,medium
A local issue has developed where smoke from a nearby workshop is entering nearby houses at the main junction.,medium
A drain cover is slightly loose but still in place near our houses. The issue has been reported by households nearby.,low
A local issue has developed where a public bin is partly full but not overflowing on the main road. The condition becomes worse during busy periods.,low
The road surface is damaged in several places and motorcycles are having difficulty passing close to the playground. The issue has been reported by households nearby.,medium
Residents have noticed that a small patch of the road surface has become uneven near the town centre.,low
There is a problem where garbage collection has been missed for several days and waste is accumulating near the hospital. The issue has been reported by households nearby.,medium
We have noticed that a few garbage bags are waiting at the normal collection point at the main junction. Residents noticed the problem this morning.,low
The situation involves a public bin is partly full but not overflowing close to the bus stop. The problem can be seen clearly from the roadside.,low
The situation involves a section of road has sunk and vehicles must drive around it close to the playground.,medium
A local issue has developed where water pressure is too low for many houses in the area close to the playground.,medium
Sewage is flowing into several homes from an overflowing manhole in our neighbourhood. The problem has continued despite recent rainfall.,high
A local issue has developed where a drain cover is slightly loose but still in place near the community hall. Several nearby residents have raised concerns.,low
There is a problem where a small crack has appeared along the edge of a side road near the public market. The problem has continued despite recent rainfall.,low
Residents have noticed that a damaged electrical pole is leaning over a busy road at the main junction.,high
We have noticed that sewage is spreading across a school access road along the roadside.,high
A local issue has developed where a section of road has sunk and vehicles must drive around it near the community hall. People in the area have reported the same issue.,medium
People in the area are reporting that a damaged electrical pole is leaning over a busy road close to the bus stop. The condition becomes worse during busy periods.,high
We have noticed that a fallen power cable is lying across a pedestrian path near the public market. The problem has continued despite recent rainfall.,high
People in the area are reporting that sewage is flowing into several homes from an overflowing manhole near our houses.,high
A large public waste bin is overflowing onto the pavement in our neighbourhood. People in the area have reported the same issue.,medium
A small patch of the road surface has become uneven near the school. The problem can be seen clearly from the roadside.,low
A shallow puddle forms after light rain close to the bus stop.,low
People in the area are reporting that a roadside drain has some leaves and sediment inside it close to the bus stop.,low
The situation involves a small crack has appeared along the edge of a side road close to the playground. People passing through the area are being affected.,low
We have noticed that a large public waste bin is overflowing onto the pavement along the roadside. People passing through the area are being affected.,medium
Electrical wires are sparking beside a crowded pedestrian area near the hospital. The issue has been reported by households nearby.,high
The situation involves a deep hole has opened across most of the traffic lane near a blind bend near the hospital. People in the area have reported the same issue.,high
We have noticed that repeated electricity interruptions are affecting many houses close to the playground. Residents noticed the problem this morning.,medium
We have noticed that a large section of road has collapsed beside a school entrance near the public market.,high
A local issue has developed where electrical wires are sparking beside a crowded pedestrian area on the main road. The issue has been reported by households nearby.,high
Water pressure is too low for many houses in the area near the public market. People passing through the area are being affected.,medium
A local issue has developed where water supply has been unavailable to a neighbourhood since yesterday on the main road. People in the area have reported the same issue.,medium
Electrical wires are sparking beside a crowded pedestrian area close to the bus stop.,high
Construction dust is affecting nearby shops and homes throughout the day near the school. The issue is affecting normal use of the area.,medium
A local issue has developed where a drain cover is slightly loose but still in place near our houses.,low
A local issue has developed where thick smoke is causing breathing difficulty among nearby residents at the main junction. The condition becomes worse during busy periods.,high
There is a problem where water supply has been unavailable to a neighbourhood since yesterday at the main junction.,medium
People in the area are reporting that part of a roadside retaining wall has collapsed onto the traffic lane at the main junction. People in the area have reported the same issue.,high
People in the area are reporting that a roadside drain is blocked and rainwater is collecting across part of the road at the main junction.,medium
A local issue has developed where a damaged electrical pole is leaning over a busy road near the school.,high
The situation involves a roadside drain is blocked and rainwater is collecting across part of the road on the main road. The condition has remained unchanged since yesterday.,medium
People in the area are reporting that construction dust is affecting nearby shops and homes throughout the day on the main road. The condition has remained unchanged since yesterday.,medium
A local issue has developed where a chemical liquid has leaked onto a public road beside residential buildings near our houses. The condition becomes worse during busy periods.,high
There is a problem where repeated electricity interruptions are affecting many houses near the school. People passing through the area are being affected.,medium
People in the area are reporting that several potholes are making vehicles slow down on the main road near our houses.,medium
The situation involves electrical wires are sparking beside a crowded pedestrian area near the community hall. People passing through the area are being affected.,high
There is a problem where sewage is flowing into several homes from an overflowing manhole near the community hall. The problem can be seen clearly from the roadside.,high
We have noticed that sewage is flowing into several homes from an overflowing manhole near the school.,high
People in the area are reporting that a roadside drain is blocked and rainwater is collecting across part of the road on the main road.,medium
We have noticed that a damaged electrical pole is leaning over a busy road near the town centre. The condition has remained unchanged since yesterday.,high
Residents have noticed that a sewer blockage is creating a strong smell across several nearby properties along the roadside.,medium
We have noticed that a curb has a small chipped section near the hospital. Residents noticed the problem this morning.,low
People in the area are reporting that thick smoke is causing breathing difficulty among nearby residents near the public market.,high
We have noticed that several street lights along one road are not working close to the bus stop.,medium
A local issue has developed where a small crack has appeared along the edge of a side road close to the playground. People passing through the area are being affected.,low
The situation involves a minor water leak is dripping from a public pipe close to the playground. People in the area have reported the same issue.,low
People in the area are reporting that a few garbage bags are waiting at the normal collection point near the public market.,low
People in the area are reporting that a small crack has appeared along the edge of a side road near the hospital. The problem can be seen clearly from the roadside.,low
The situation involves a curb has a small chipped section near the town centre.,low
People in the area are reporting that a shallow puddle forms after light rain on the main road. Several nearby residents have raised concerns.,low
We have noticed that there is a small amount of dust near a construction site at the main junction.,low
A local issue has developed where a few garbage bags are waiting at the normal collection point along the roadside. The problem has continued despite recent rainfall.,low
The situation involves a deep hole has opened across most of the traffic lane near a blind bend at the main junction. The condition becomes worse during busy periods.,high
The situation involves repeated electricity interruptions are affecting many houses close to the playground.,medium
A local issue has developed where garbage collection has been missed for several days and waste is accumulating on the main road. The condition has remained unchanged since yesterday.,medium
The situation involves a drain cover is slightly loose but still in place along the roadside. The condition has remained unchanged since yesterday.,low
We have noticed that a small amount of litter is scattered near a bus stop near the school. People in the area have reported the same issue.,low
Thick smoke is causing breathing difficulty among nearby residents in our neighbourhood. The condition has remained unchanged since yesterday.,high
People in the area are reporting that a public bin is partly full but not overflowing near our houses. The problem has continued despite recent rainfall.,low
People in the area are reporting that a chemical liquid has leaked onto a public road beside residential buildings near our houses.,high
People in the area are reporting that an exposed electrical cable is hanging low where pedestrians can reach it along the roadside. The condition has remained unchanged since yesterday.,high
There is a problem where a shallow puddle forms after light rain near the school.,low
A local issue has developed where a small crack has appeared along the edge of a side road in our neighbourhood.,low
The situation involves a few garbage bags are waiting at the normal collection point at the main junction. The issue is affecting normal use of the area.,low
A water main failure has flooded the entrance to a hospital along the roadside. The problem has continued despite recent rainfall.,high
A large public waste bin is overflowing onto the pavement close to the playground.,medium
Residents have noticed that a public bin is partly full but not overflowing near the town centre.,low
A local issue has developed where a few garbage bags are waiting at the normal collection point near the hospital. Several nearby residents have raised concerns.,low
The situation involves sewage is flowing into several homes from an overflowing manhole at the main junction. The condition has remained unchanged since yesterday.,high
People in the area are reporting that a shallow puddle forms after light rain near the school.,low
There is a problem where a water main failure has flooded the entrance to a hospital near the hospital. Residents noticed the problem this morning.,high
People in the area are reporting that a few garbage bags are waiting at the normal collection point near our houses. The problem can be seen clearly from the roadside.,low
Residents have noticed that a fallen power cable is lying across a pedestrian path near the hospital.,high
A local issue has developed where a chemical liquid has leaked onto a public road beside residential buildings at the main junction. People in the area have reported the same issue.,high
Residents have noticed that an exposed electrical cable is hanging low where pedestrians can reach it on the main road. The issue is affecting normal use of the area.,high
Floodwater has entered houses and is continuing to rise at the main junction. The condition becomes worse during busy periods.,high
There is a problem where sewage is flowing into several homes from an overflowing manhole along the roadside. People passing through the area are being affected.,high
People in the area are reporting that floodwater has entered houses and is continuing to rise on the main road. The problem has continued despite recent rainfall.,high
The situation involves part of a roadside retaining wall has collapsed onto the traffic lane near the public market. People in the area have reported the same issue.,high
We have noticed that a fallen power cable is lying across a pedestrian path close to the bus stop.,high
A local issue has developed where a roadside drain has some leaves and sediment inside it near the public market. The condition has remained unchanged since yesterday.,low
The situation involves tap water has a slight unusual smell but remains available close to the bus stop. Residents noticed the problem this morning.,low
We have noticed that one lamp flickers occasionally during the evening near the hospital. People in the area have reported the same issue.,low
There is a problem where repeated electricity interruptions are affecting many houses near the hospital. The condition becomes worse during busy periods.,medium
The situation involves a roadside drain has some leaves and sediment inside it near the public market. People passing through the area are being affected.,low
We have noticed that a curb has a small chipped section at the main junction. People in the area have reported the same issue.,low
A local issue has developed where several potholes are making vehicles slow down on the main road on the main road. Residents noticed the problem this morning.,medium
There is a problem where a roadside drain has some leaves and sediment inside it near the school.,low
We have noticed that a water pipe is leaking continuously and a large amount of water is being wasted close to the bus stop.,medium
Residents have noticed that construction dust is affecting nearby shops and homes throughout the day along the roadside. Residents noticed the problem this morning.,medium
The situation involves floodwater has entered houses and is continuing to rise at the main junction. The problem has continued despite recent rainfall.,high
There is a problem where a roadside drain has some leaves and sediment inside it close to the playground.,low
Water pressure is too low for many houses in the area close to the bus stop.,medium
A local issue has developed where a curb has a small chipped section near the hospital.,low
Residents have noticed that a sewer blockage is creating a strong smell across several nearby properties near the school. The problem has continued despite recent rainfall.,medium
People in the area are reporting that a damaged electrical pole is leaning over a busy road near the hospital. Residents noticed the problem this morning.,high
There is a small amount of dust near a construction site near the hospital. The condition becomes worse during busy periods.,low
People in the area are reporting that a water pipe is leaking continuously and a large amount of water is being wasted at the main junction.,medium
A local issue has developed where smoke from a nearby workshop is entering nearby houses at the main junction. The condition has remained unchanged since yesterday.,medium
A local issue has developed where electrical wires are sparking beside a crowded pedestrian area along the roadside.,high
Residents have noticed that a roadside drain is blocked and rainwater is collecting across part of the road near the hospital. Several nearby residents have raised concerns.,medium
The situation involves a large section of road has collapsed beside a school entrance near the school. People passing through the area are being affected.,high
There is a problem where a shallow puddle forms after light rain in our neighbourhood. The condition has remained unchanged since yesterday.,low
People in the area are reporting that part of a roadside retaining wall has collapsed onto the traffic lane near the community hall.,high
People in the area are reporting that a small crack has appeared along the edge of a side road near the hospital.,low
The situation involves a drain cover is slightly loose but still in place on the main road. People in the area have reported the same issue.,low
There is a problem where a roadside drain is blocked and rainwater is collecting across part of the road along the roadside. The problem has continued despite recent rainfall.,medium
Smoke from a nearby workshop is entering nearby houses near the school.,medium
The situation involves a large public waste bin is overflowing onto the pavement at the main junction. The condition has remained unchanged since yesterday.,medium
People in the area are reporting that repeated electricity interruptions are affecting many houses along the roadside. Several nearby residents have raised concerns.,medium
Residents have noticed that water pressure is too low for many houses in the area along the roadside. The problem has continued despite recent rainfall.,medium
There is a problem where a roadside drain has some leaves and sediment inside it near the public market. The problem can be seen clearly from the roadside.,low
The situation involves a shallow puddle forms after light rain close to the playground. Several nearby residents have raised concerns.,low
People in the area are reporting that water pressure is too low for many houses in the area in our neighbourhood.,medium
The situation involves smoke from a nearby workshop is entering nearby houses at the main junction.,medium
We have noticed that the road surface is damaged in several places and motorcycles are having difficulty passing in our neighbourhood.,medium
A local issue has developed where a fallen power cable is lying across a pedestrian path along the roadside.,high
Dense smoke from a nearby facility is causing residents to leave their homes near the hospital. The problem has continued despite recent rainfall.,high
The situation involves a small patch of the road surface has become uneven along the roadside.,low
Residents have noticed that garbage collection has been missed for several days and waste is accumulating near the community hall. People in the area have reported the same issue.,medium
A local issue has developed where wastewater is overflowing from a drain onto the roadside near the town centre. The problem can be seen clearly from the roadside.,medium
There is a problem where a roadside drain has some leaves and sediment inside it near the school. The condition has remained unchanged since yesterday.,low
A local issue has developed where one street lamp is dim but still provides some light near the hospital. People in the area have reported the same issue.,low
The situation involves a small crack has appeared along the edge of a side road close to the bus stop. Several nearby residents have raised concerns.,low
Tap water has a slight unusual smell but remains available in our neighbourhood.,low
The situation involves construction dust is affecting nearby shops and homes throughout the day close to the playground. People in the area have reported the same issue.,medium
There is a problem where a major water pipe has burst and water is entering nearby houses at the main junction. The condition becomes worse during busy periods.,high
There is a problem where a small crack has appeared along the edge of a side road near the school. The issue is affecting normal use of the area.,low
Water supply has been unavailable to a neighbourhood since yesterday along the roadside. People in the area have reported the same issue.,medium
The situation involves a few garbage bags are waiting at the normal collection point near the school. People passing through the area are being affected.,low
A local issue has developed where a shallow puddle forms after light rain near the community hall.,low
We have noticed that several potholes are making vehicles slow down on the main road at the main junction. The issue is affecting normal use of the area.,medium
A local issue has developed where a small amount of litter is scattered near a bus stop close to the bus stop. People passing through the area are being affected.,low
Part of a roadside retaining wall has collapsed onto the traffic lane near the hospital. The problem has continued despite recent rainfall.,high
The situation involves one lamp flickers occasionally during the evening close to the bus stop.,low
There is a problem where a water main failure has flooded the entrance to a hospital near the school.,high
Residents have noticed that there is a small amount of dust near a construction site near the hospital. People in the area have reported the same issue.,low
Residents have noticed that a shallow puddle forms after light rain near the town centre. The issue is affecting normal use of the area.,low
A small crack has appeared along the edge of a side road near the town centre. People passing through the area are being affected.,low
Residents have noticed that dense smoke from a nearby facility is causing residents to leave their homes at the main junction.,high
There is a problem where smoke from a nearby workshop is entering nearby houses close to the bus stop.,medium
Residents have noticed that smoke from a nearby workshop is entering nearby houses near the school.,medium
Part of a roadside retaining wall has collapsed onto the traffic lane close to the playground. The condition becomes worse during busy periods.,high
Residents have noticed that a small crack has appeared along the edge of a side road close to the bus stop.,low
A local issue has developed where several potholes are making vehicles slow down on the main road in our neighbourhood. The condition becomes worse during busy periods.,medium
People in the area are reporting that a large section of road has collapsed beside a school entrance on the main road.,high
We have noticed that several street lights along one road are not working close to the playground.,medium
A local issue has developed where electrical wires are sparking beside a crowded pedestrian area close to the playground.,high
People in the area are reporting that wastewater is overflowing from a drain onto the roadside near the town centre.,medium
The situation involves a deep hole has opened across most of the traffic lane near a blind bend along the roadside. People passing through the area are being affected.,high
A local issue has developed where wastewater is overflowing from a drain onto the roadside close to the bus stop.,medium
People in the area are reporting that a major water pipe has burst and water is entering nearby houses on the main road.,high
There is a problem where repeated electricity interruptions are affecting many houses near the school. The condition becomes worse during busy periods.,medium
The situation involves tap water has a slight unusual smell but remains available near the school. The problem can be seen clearly from the roadside.,low
Water pressure is too low for many houses in the area close to the bus stop. People in the area have reported the same issue.,medium
Residents have noticed that a roadside drain is blocked and rainwater is collecting across part of the road near the community hall.,medium
We have noticed that a water pipe is leaking continuously and a large amount of water is being wasted along the roadside.,medium
The situation involves an exposed electrical cable is hanging low where pedestrians can reach it near the community hall. People passing through the area are being affected.,high
Residents have noticed that a fallen power cable is lying across a pedestrian path on the main road. The issue is affecting normal use of the area.,high
We have noticed that repeated electricity interruptions are affecting many houses along the roadside. The condition becomes worse during busy periods.,medium
A water pipe is leaking continuously and a large amount of water is being wasted at the main junction. People passing through the area are being affected.,medium
Residents have noticed that the road surface is damaged in several places and motorcycles are having difficulty passing near the community hall. People passing through the area are being affected.,medium
The situation involves a minor water leak is dripping from a public pipe near the community hall.,low
A few garbage bags are waiting at the normal collection point near the hospital. The issue has been reported by households nearby.,low
We have noticed that a section of road has sunk and vehicles must drive around it close to the playground.,medium
There is a problem where several potholes are making vehicles slow down on the main road close to the playground.,medium
There is a problem where a large section of road has collapsed beside a school entrance near the school. Several nearby residents have raised concerns.,high
People in the area are reporting that a deep hole has opened across most of the traffic lane near a blind bend on the main road.,high
Residents have noticed that water pressure is too low for many houses in the area near the school. People in the area have reported the same issue.,medium
The situation involves thick smoke is causing breathing difficulty among nearby residents close to the playground. The problem has continued despite recent rainfall.,high
We have noticed that a water pipe is leaking continuously and a large amount of water is being wasted on the main road. The issue is affecting normal use of the area.,medium
We have noticed that a damaged electrical pole is leaning over a busy road near the community hall. The problem can be seen clearly from the roadside.,high
There is a small amount of dust near a construction site near our houses. The condition becomes worse during busy periods.,low
The situation involves a section of road has sunk and vehicles must drive around it in our neighbourhood. The condition has remained unchanged since yesterday.,medium
