complaint_text,priority
We are experiencing a problem where smoke from a nearby workshop is affecting residents near the school. The issue is affecting several residents.,medium
We are experiencing a problem where a damaged electrical pole may collapse onto the road near our houses. Please send an emergency response team.,high
Please investigate because the road surface is badly damaged in several places at the main junction. Residents are requesting prompt attention.,medium
We are experiencing a problem where a curb has a small damaged section along the roadside. The issue is minor but should be checked.,low
Please investigate because repeated power interruptions are affecting many houses in our neighbourhood. The issue is affecting several residents.,medium
Please investigate because wastewater is overflowing onto the roadside at the main junction. Please take action soon.,medium
Please investigate because a water pipe leak is wasting a large amount of water near the public market. Residents are requesting prompt attention.,medium
We are experiencing a problem where a large sinkhole has opened near the school in our neighbourhood. Residents may be in danger if this is not addressed immediately.,high
We are experiencing a problem where exposed electrical wiring is sparking near pedestrians near the town centre. Immediate action is required.,high
Residents have reported that the roadside drain is blocked and water is collecting in our neighbourhood. Please arrange repairs as soon as possible.,medium
There is an issue: garbage has not been collected for several days in our neighbourhood. Please take action soon.,medium
Several potholes are affecting vehicles on the main road near the town centre. Please take action soon.,medium
There is an issue: the roadside drain needs routine cleaning close to the bus stop. Please arrange a normal inspection.,low
One street light is dim but still working at the main junction. Residents are requesting maintenance.,low
There is an issue: smoke from a nearby workshop is affecting residents near our houses. Please arrange repairs as soon as possible.,medium
Please investigate because garbage has not been collected for several days along the roadside. Residents are requesting prompt attention.,medium
Please investigate because heavy toxic smoke is affecting residents near our houses. Please send an emergency response team.,high
Please investigate because a damaged electrical pole may collapse onto the road on the main road. Urgent intervention is required.,high
We are experiencing a problem where a water pipe leak is wasting a large amount of water in our neighbourhood. This problem has continued for some time.,medium
There is an issue: a damaged electrical pole may collapse onto the road near the town centre. This is creating a serious safety risk.,high
Water supply has been unavailable for two days along the roadside. This problem has continued for some time.,medium
There is an issue: exposed electrical wiring is sparking near pedestrians near the town centre. Immediate action is required.,high
There is an issue: a small puddle forms after light rain on the main road. Please arrange a normal inspection.,low
There is an issue: water supply has been unavailable for two days near the hospital. Please take action soon.,medium
We are experiencing a problem where a chemical spill has occurred near a residential area near the public market. This is creating a serious safety risk.,high
We are experiencing a problem where a small amount of litter is scattered near the bus stop near the public market. This appears to need routine maintenance.,low
Sewage is overflowing into several homes near our houses. This is creating a serious safety risk.,high
We are experiencing a problem where a curb has a small damaged section near the town centre. This appears to need routine maintenance.,low
Residents have reported that a small puddle forms after light rain near the hospital. Please arrange a normal inspection.,low
Residents have reported that the road surface is badly damaged in several places near the school. The issue is affecting several residents.,medium
Residents have reported that a chemical spill has occurred near a residential area close to the bus stop. This is creating a serious safety risk.,high
We are experiencing a problem where one lamp flickers occasionally at night near our houses. Residents are requesting maintenance.,low
Residents have reported that the roadside drain needs routine cleaning close to the bus stop. Please arrange a normal inspection.,low
Please investigate because garbage has not been collected for several days near our houses. This problem has continued for some time.,medium
Several potholes are affecting vehicles on the main road near the hospital. Please arrange repairs as soon as possible.,medium
A chemical spill has occurred near a residential area at the main junction. Please send an emergency response team.,high
A major water pipe has burst and is flooding nearby houses near the public market. Residents may be in danger if this is not addressed immediately.,high
A live electrical wire has fallen across the road along the roadside. Residents may be in danger if this is not addressed immediately.,high
We are experiencing a problem where the road surface is badly damaged in several places near our houses. Please arrange repairs as soon as possible.,medium
We are experiencing a problem where severe flooding is entering houses in the neighbourhood near the town centre. Residents may be in danger if this is not addressed immediately.,high
Several potholes are affecting vehicles on the main road close to the bus stop. The issue is affecting several residents.,medium
There is an issue: a large sinkhole has opened near the school near the school. This is creating a serious safety risk.,high
Sewage is overflowing into several homes at the main junction. Urgent intervention is required.,high
A road section has collapsed and is creating an immediate accident risk close to the bus stop. This is creating a serious safety risk.,high
Residents have reported that repeated power interruptions are affecting many houses near the hospital. Please arrange repairs as soon as possible.,medium
We are experiencing a problem where a small crack has appeared on a side road near the school. This appears to need routine maintenance.,low
A small crack has appeared on a side road near the hospital. Residents are requesting maintenance.,low
Please investigate because one lamp flickers occasionally at night near the town centre. Please inspect it when possible.,low
There is an issue: the roadside drain is blocked and water is collecting near our houses. The issue is affecting several residents.,medium
Residents have reported that exposed electrical wiring is sparking near pedestrians near our houses. Urgent intervention is required.,high
There is an issue: a major water pipe has burst and is flooding nearby houses near the school. This is creating a serious safety risk.,high
We are experiencing a problem where heavy toxic smoke is affecting residents along the roadside. Immediate action is required.,high
Please investigate because a small amount of litter is scattered near the bus stop along the roadside. This appears to need routine maintenance.,low
Please investigate because a major water pipe has burst and is flooding nearby houses close to the bus stop. Immediate action is required.,high
Residents have reported that wastewater is overflowing onto the roadside near the public market. Please arrange repairs as soon as possible.,medium
Please investigate because a road section has collapsed and is creating an immediate accident risk near the school. Please send an emergency response team.,high
Garbage has not been collected for several days near the public market. Please arrange repairs as soon as possible.,medium
We are experiencing a problem where a major water pipe has burst and is flooding nearby houses near the school. Urgent intervention is required.,high
Residents have reported that garbage has not been collected for several days in our neighbourhood. The issue is affecting several residents.,medium
We are experiencing a problem where a water pipe leak is wasting a large amount of water in our neighbourhood. Please take action soon.,medium
Residents have reported that a major water pipe has burst and is flooding nearby houses along the roadside. Immediate action is required.,high
Residents have reported that a road section has collapsed and is creating an immediate accident risk near the school. Please send an emergency response team.,high
Please investigate because a road section has collapsed and is creating an immediate accident risk near our houses. This is creating a serious safety risk.,high
Residents have reported that a chemical spill has occurred near a residential area at the main junction. Urgent intervention is required.,high
There is an issue: a chemical spill has occurred near a residential area close to the bus stop. This is creating a serious safety risk.,high
We are experiencing a problem where a few garbage bags have been left near the collection point close to the bus stop. Residents are requesting maintenance.,low
Please investigate because a curb has a small damaged section along the roadside. Please inspect it when possible.,low
Please investigate because garbage has not been collected for several days near the school. The issue is affecting several residents.,medium
We are experiencing a problem where heavy toxic smoke is affecting residents close to the bus stop. Residents may be in danger if this is not addressed immediately.,high
Please investigate because a water pipe leak is wasting a large amount of water near the school. This problem has continued for some time.,medium
We are experiencing a problem where a small puddle forms after light rain near our houses. Please arrange a normal inspection.,low
There is an issue: several potholes are affecting vehicles on the main road near our houses. The issue is affecting several residents.,medium
Please investigate because a chemical spill has occurred near a residential area at the main junction. Immediate action is required.,high
Please investigate because there is a minor leak from a public water pipe near the town centre. Please arrange a normal inspection.,low
We are experiencing a problem where a small amount of litter is scattered near the bus stop near the hospital. This appears to need routine maintenance.,low
We are experiencing a problem where sewage is overflowing into several homes near the public market. Immediate action is required.,high
Please investigate because several potholes are affecting vehicles on the main road near the hospital. This problem has continued for some time.,medium
Severe flooding is entering houses in the neighbourhood on the main road. This is creating a serious safety risk.,high
There is an issue: several street lights are not working near our houses. Please take action soon.,medium
We are experiencing a problem where sewage is overflowing into several homes in our neighbourhood. Please send an emergency response team.,high
We are experiencing a problem where heavy toxic smoke is affecting residents near the public market. Please send an emergency response team.,high
There is an issue: there is an occasional unpleasant smell near the market close to the bus stop. Residents are requesting maintenance.,low
We are experiencing a problem where a chemical spill has occurred near a residential area in our neighbourhood. Residents may be in danger if this is not addressed immediately.,high
There is an issue: a chemical spill has occurred near a residential area along the roadside. Residents may be in danger if this is not addressed immediately.,high
We are experiencing a problem where wastewater is overflowing onto the roadside near the town centre. This problem has continued for some time.,medium
The road surface is badly damaged in several places near the public market. Please arrange repairs as soon as possible.,medium
Please investigate because there is a minor leak from a public water pipe in our neighbourhood. This appears to need routine maintenance.,low
There is an issue: a small amount of litter is scattered near the bus stop in our neighbourhood. The issue is minor but should be checked.,low
We are experiencing a problem where repeated power interruptions are affecting many houses near the town centre. Residents are requesting prompt attention.,medium
Please investigate because water supply has been unavailable for two days near the public market. Please take action soon.,medium
We are experiencing a problem where a large sinkhole has opened near the school in our neighbourhood. Urgent intervention is required.,high
Please investigate because a damaged electrical pole may collapse onto the road near the public market. Residents may be in danger if this is not addressed immediately.,high
Please investigate because several street lights are not working near the town centre. Please arrange repairs as soon as possible.,medium
Please investigate because severe flooding is entering houses in the neighbourhood near the hospital. Residents may be in danger if this is not addressed immediately.,high
A road section has collapsed and is creating an immediate accident risk near the town centre. Urgent intervention is required.,high
There is an issue: there is a minor leak from a public water pipe near the public market. This appears to need routine maintenance.,low
There is an issue: garbage has not been collected for several days on the main road. This problem has continued for some time.,medium
Please investigate because a large sinkhole has opened near the school in our neighbourhood. Residents may be in danger if this is not addressed immediately.,high
We are experiencing a problem where a curb has a small damaged section near the town centre. Please inspect it when possible.,low
Water supply has been unavailable for two days in our neighbourhood. This problem has continued for some time.,medium
Residents have reported that garbage has not been collected for several days along the roadside. Residents are requesting prompt attention.,medium
We are experiencing a problem where a curb has a small damaged section on the main road. Please arrange a normal inspection.,low
There is an issue: a small puddle forms after light rain along the roadside. Please inspect it when possible.,low
Please investigate because a major water pipe has burst and is flooding nearby houses in our neighbourhood. This is creating a serious safety risk.,high
There is an issue: a large sinkhole has opened near the school in our neighbourhood. Immediate action is required.,high
Residents have reported that the roadside drain is blocked and water is collecting on the main road. The issue is affecting several residents.,medium
A curb has a small damaged section close to the bus stop. Please arrange a normal inspection.,low
Please investigate because a small crack has appeared on a side road along the roadside. This appears to need routine maintenance.,low
A damaged electrical pole may collapse onto the road along the roadside. This is creating a serious safety risk.,high
There is an issue: several street lights are not working near the hospital. Residents are requesting prompt attention.,medium
We are experiencing a problem where a small crack has appeared on a side road near the town centre. The issue is minor but should be checked.,low
There is an issue: a damaged electrical pole may collapse onto the road near our houses. Urgent intervention is required.,high
We are experiencing a problem where garbage has not been collected for several days on the main road. The issue is affecting several residents.,medium
Several street lights are not working on the main road. The issue is affecting several residents.,medium
There is an issue: one lamp flickers occasionally at night near the public market. Please inspect it when possible.,low
There is an issue: exposed electrical wiring is sparking near pedestrians in our neighbourhood. Residents may be in danger if this is not addressed immediately.,high
Please investigate because a small amount of litter is scattered near the bus stop at the main junction. Please inspect it when possible.,low
Garbage has not been collected for several days close to the bus stop. The issue is affecting several residents.,medium
We are experiencing a problem where garbage has not been collected for several days near our houses. Please arrange repairs as soon as possible.,medium
The road surface is badly damaged in several places near the public market. This problem has continued for some time.,medium
One lamp flickers occasionally at night along the roadside. The issue is minor but should be checked.,low
There is an issue: garbage has not been collected for several days in our neighbourhood. The issue is affecting several residents.,medium
Exposed electrical wiring is sparking near pedestrians near the town centre. Residents may be in danger if this is not addressed immediately.,high
Residents have reported that a water pipe leak is wasting a large amount of water close to the bus stop. Please arrange repairs as soon as possible.,medium
Residents have reported that there is an occasional unpleasant smell near the market at the main junction. Residents are requesting maintenance.,low
Please investigate because wastewater is overflowing onto the roadside in our neighbourhood. Residents are requesting prompt attention.,medium
There is an issue: severe flooding is entering houses in the neighbourhood close to the bus stop. Please send an emergency response team.,high
There is an issue: a chemical spill has occurred near a residential area near the hospital. Residents may be in danger if this is not addressed immediately.,high
Please investigate because wastewater is overflowing onto the roadside near our houses. Please arrange repairs as soon as possible.,medium
Please investigate because severe flooding is entering houses in the neighbourhood near our houses. Residents may be in danger if this is not addressed immediately.,high
Wastewater is overflowing onto the roadside at the main junction. This problem has continued for some time.,medium
We are experiencing a problem where a few garbage bags have been left near the collection point near the public market. This appears to need routine maintenance.,low
Residents have reported that a water pipe leak is wasting a large amount of water on the main road. Residents are requesting prompt attention.,medium
Residents have reported that a small crack has appeared on a side road along the roadside. Please arrange a normal inspection.,low
There is a minor leak from a public water pipe near the town centre. Residents are requesting maintenance.,low
We are experiencing a problem where severe flooding is entering houses in the neighbourhood along the roadside. Please send an emergency response team.,high
Please investigate because heavy toxic smoke is affecting residents near our houses. Residents may be in danger if this is not addressed immediately.,high
Please investigate because one street light is dim but still working along the roadside. Please inspect it when possible.,low
Smoke from a nearby workshop is affecting residents near our houses. The issue is affecting several residents.,medium
The road surface is badly damaged in several places near the hospital. The issue is affecting several residents.,medium
There is an issue: a large sinkhole has opened near the school near the public market. Immediate action is required.,high
Residents have reported that garbage has not been collected for several days near our houses. This problem has continued for some time.,medium
There is an issue: repeated power interruptions are affecting many houses close to the bus stop. Please arrange repairs as soon as possible.,medium
A small crack has appeared on a side road along the roadside. Please inspect it when possible.,low
Please investigate because a small amount of litter is scattered near the bus stop along the roadside. Residents are requesting maintenance.,low
We are experiencing a problem where a curb has a small damaged section in our neighbourhood. This appears to need routine maintenance.,low
We are experiencing a problem where sewage is overflowing into several homes near the hospital. Residents may be in danger if this is not addressed immediately.,high
We are experiencing a problem where garbage has not been collected for several days near the school. The issue is affecting several residents.,medium
Residents have reported that several potholes are affecting vehicles on the main road close to the bus stop. Please take action soon.,medium
We are experiencing a problem where there is a minor leak from a public water pipe near the public market. This appears to need routine maintenance.,low
Please investigate because a curb has a small damaged section on the main road. Residents are requesting maintenance.,low
Please investigate because heavy toxic smoke is affecting residents near the hospital. Residents may be in danger if this is not addressed immediately.,high
Residents have reported that several potholes are affecting vehicles on the main road along the roadside. The issue is affecting several residents.,medium
We are experiencing a problem where there is a minor leak from a public water pipe near the school. Residents are requesting maintenance.,low
We are experiencing a problem where the roadside drain needs routine cleaning in our neighbourhood. Residents are requesting maintenance.,low
Several street lights are not working at the main junction. Please take action soon.,medium
We are experiencing a problem where a road section has collapsed and is creating an immediate accident risk near our houses. Please send an emergency response team.,high
A few garbage bags have been left near the collection point near the public market. This appears to need routine maintenance.,low
Residents have reported that water supply has been unavailable for two days on the main road. Residents are requesting prompt attention.,medium
Please investigate because repeated power interruptions are affecting many houses near the school. The issue is affecting several residents.,medium
There is an issue: a chemical spill has occurred near a residential area in our neighbourhood. Urgent intervention is required.,high
A major water pipe has burst and is flooding nearby houses along the roadside. Please send an emergency response team.,high
There is an issue: repeated power interruptions are affecting many houses near the school. Residents are requesting prompt attention.,medium
Residents have reported that a small amount of litter is scattered near the bus stop near the town centre. The issue is minor but should be checked.,low
Residents have reported that heavy toxic smoke is affecting residents near our houses. Please send an emergency response team.,high
There is an issue: repeated power interruptions are affecting many houses close to the bus stop. The issue is affecting several residents.,medium
Residents have reported that one lamp flickers occasionally at night close to the bus stop. Residents are requesting maintenance.,low
Residents have reported that a road section has collapsed and is creating an immediate accident risk near the hospital. Residents may be in danger if this is not addressed immediately.,high
Residents have reported that smoke from a nearby workshop is affecting residents in our neighbourhood. Please take action soon.,medium
Please investigate because a live electrical wire has fallen across the road on the main road. Urgent intervention is required.,high
Residents have reported that exposed electrical wiring is sparking near pedestrians on the main road. Urgent intervention is required.,high
Residents have reported that heavy toxic smoke is affecting residents on the main road. Immediate action is required.,high
Residents have reported that a chemical spill has occurred near a residential area on the main road. Please send an emergency response team.,high
There is an issue: a major water pipe has burst and is flooding nearby houses on the main road. This is creating a serious safety risk.,high
Repeated power interruptions are affecting many houses near the town centre. The issue is affecting several residents.,medium
Residents have reported that a live electrical wire has fallen across the road on the main road. Immediate action is required.,high
There is a minor leak from a public water pipe near the town centre. Please arrange a normal inspection.,low
There is an issue: a major water pipe has burst and is flooding nearby houses at the main junction. Immediate action is required.,high
We are experiencing a problem where the roadside drain is blocked and water is collecting near the school. Please take action soon.,medium
There is an issue: a small puddle forms after light rain near our houses. The issue is minor but should be checked.,low
We are experiencing a problem where smoke from a nearby workshop is affecting residents in our neighbourhood. The issue is affecting several residents.,medium
Residents have reported that a road section has collapsed and is creating an immediate accident risk near the school. Urgent intervention is required.,high
Residents have reported that a large sinkhole has opened near the school near our houses. Please send an emergency response team.,high
Residents have reported that one lamp flickers occasionally at night in our neighbourhood. The issue is minor but should be checked.,low
There is an occasional unpleasant smell near the market along the roadside. Please arrange a normal inspection.,low
We are experiencing a problem where a major water pipe has burst and is flooding nearby houses close to the bus stop. Please send an emergency response team.,high
Residents have reported that the roadside drain is blocked and water is collecting near the hospital. The issue is affecting several residents.,medium
A large sinkhole has opened near the school along the roadside. Residents may be in danger if this is not addressed immediately.,high
Residents have reported that one lamp flickers occasionally at night along the roadside. The issue is minor but should be checked.,low
There is an issue: several potholes are affecting vehicles on the main road near the hospital. Residents are requesting prompt attention.,medium
Please investigate because repeated power interruptions are affecting many houses on the main road. This problem has continued for some time.,medium
Residents have reported that a damaged electrical pole may collapse onto the road near our houses. Urgent intervention is required.,high
Residents have reported that repeated power interruptions are affecting many houses near the public market. Please arrange repairs as soon as possible.,medium
A curb has a small damaged section on the main road. Please arrange a normal inspection.,low
There is an issue: a chemical spill has occurred near a residential area in our neighbourhood. This is creating a serious safety risk.,high
Please investigate because a curb has a small damaged section close to the bus stop. Please inspect it when possible.,low
Residents have reported that a curb has a small damaged section near the school. Residents are requesting maintenance.,low
There is an issue: one lamp flickers occasionally at night in our neighbourhood. Please inspect it when possible.,low
There is an occasional unpleasant smell near the market close to the bus stop. This appears to need routine maintenance.,low
There is an issue: one street light is dim but still working near the town centre. This appears to need routine maintenance.,low
Please investigate because a few garbage bags have been left near the collection point near the hospital. Please arrange a normal inspection.,low
Please investigate because a curb has a small damaged section in our neighbourhood. Residents are requesting maintenance.,low
There is an issue: a small crack has appeared on a side road along the roadside. The issue is minor but should be checked.,low
Please investigate because a curb has a small damaged section near the hospital. This appears to need routine maintenance.,low
A few garbage bags have been left near the collection point along the roadside. Residents are requesting maintenance.,low
Residents have reported that garbage has not been collected for several days near our houses. Residents are requesting prompt attention.,medium
Residents have reported that a few garbage bags have been left near the collection point in our neighbourhood. Please arrange a normal inspection.,low
Please investigate because the roadside drain needs routine cleaning near the town centre. Please arrange a normal inspection.,low
Residents have reported that sewage is overflowing into several homes near the hospital. Immediate action is required.,high
There is an issue: a water pipe leak is wasting a large amount of water close to the bus stop. Please arrange repairs as soon as possible.,medium
There is an issue: wastewater is overflowing onto the roadside close to the bus stop. Residents are requesting prompt attention.,medium
Please investigate because severe flooding is entering houses in the neighbourhood on the main road. This is creating a serious safety risk.,high
Residents have reported that the road surface is badly damaged in several places near the public market. This problem has continued for some time.,medium
We are experiencing a problem where heavy toxic smoke is affecting residents near the town centre. Residents may be in danger if this is not addressed immediately.,high
There is an issue: a water pipe leak is wasting a large amount of water near the town centre. The issue is affecting several residents.,medium
Garbage has not been collected for several days on the main road. Please arrange repairs as soon as possible.,medium
We are experiencing a problem where wastewater is overflowing onto the roadside near the school. Residents are requesting prompt attention.,medium
The roadside drain is blocked and water is collecting near our houses. The issue is affecting several residents.,medium
We are experiencing a problem where the road surface is badly damaged in several places on the main road. Residents are requesting prompt attention.,medium
Residents have reported that wastewater is overflowing onto the roadside near the town centre. Please take action soon.,medium
Residents have reported that wastewater is overflowing onto the roadside on the main road. Please arrange repairs as soon as possible.,medium
Residents have reported that there is a minor leak from a public water pipe on the main road. This appears to need routine maintenance.,low
A live electrical wire has fallen across the road near the hospital. Immediate action is required.,high
A road section has collapsed and is creating an immediate accident risk at the main junction. Immediate action is required.,high
Please investigate because a chemical spill has occurred near a residential area along the roadside. Residents may be in danger if this is not addressed immediately.,high
Residents have reported that heavy toxic smoke is affecting residents near our houses. Immediate action is required.,high
Please investigate because a small crack has appeared on a side road near the hospital. The issue is minor but should be checked.,low
Residents have reported that repeated power interruptions are affecting many houses close to the bus stop. Residents are requesting prompt attention.,medium
Residents have reported that there is a minor leak from a public water pipe near the hospital. Please inspect it when possible.,low
Residents have reported that the roadside drain is blocked and water is collecting close to the bus stop. Residents are requesting prompt attention.,medium
Please investigate because exposed electrical wiring is sparking near pedestrians near the public market. Please send an emergency response team.,high
There is an issue: sewage is overflowing into several homes in our neighbourhood. Immediate action is required.,high
There is an issue: a small amount of litter is scattered near the bus stop near the school. This appears to need routine maintenance.,low
We are experiencing a problem where heavy toxic smoke is affecting residents in our neighbourhood. Urgent intervention is required.,high
A road section has collapsed and is creating an immediate accident risk near our houses. This is creating a serious safety risk.,high
We are experiencing a problem where water supply has been unavailable for two days along the roadside. This problem has continued for some time.,medium
We are experiencing a problem where repeated power interruptions are affecting many houses near the town centre. Please take action soon.,medium
We are experiencing a problem where a chemical spill has occurred near a residential area near the school. Please send an emergency response team.,high
The road surface is badly damaged in several places in our neighbourhood. The issue is affecting several residents.,medium
Residents have reported that a chemical spill has occurred near a residential area at the main junction. Immediate action is required.,high
One street light is dim but still working near the school. Please arrange a normal inspection.,low
We are experiencing a problem where the road surface is badly damaged in several places on the main road. This problem has continued for some time.,medium
Please investigate because a major water pipe has burst and is flooding nearby houses near the hospital. Urgent intervention is required.,high
Please investigate because smoke from a nearby workshop is affecting residents along the roadside. Please take action soon.,medium
Please investigate because there is an occasional unpleasant smell near the market near the town centre. This appears to need routine maintenance.,low
We are experiencing a problem where one street light is dim but still working near the public market. Residents are requesting maintenance.,low
There is an issue: garbage has not been collected for several days near the school. Please take action soon.,medium
Please investigate because there is a minor leak from a public water pipe near the public market. Please inspect it when possible.,low
Severe flooding is entering houses in the neighbourhood near the town centre. Please send an emergency response team.,high
Residents have reported that water supply has been unavailable for two days near the town centre. This problem has continued for some time.,medium
Please investigate because repeated power interruptions are affecting many houses near the public market. This problem has continued for some time.,medium
We are experiencing a problem where a major water pipe has burst and is flooding nearby houses near the town centre. This is creating a serious safety risk.,high
We are experiencing a problem where a chemical spill has occurred near a residential area near the public market. Residents may be in danger if this is not addressed immediately.,high
There is an issue: several street lights are not working near the public market. Please take action soon.,medium
Residents have reported that the road surface is badly damaged in several places near the town centre. Please take action soon.,medium
A few garbage bags have been left near the collection point close to the bus stop. Residents are requesting maintenance.,low
Residents have reported that a major water pipe has burst and is flooding nearby houses near our houses. Immediate action is required.,high
Residents have reported that a few garbage bags have been left near the collection point close to the bus stop. The issue is minor but should be checked.,low
There is an issue: a few garbage bags have been left near the collection point in our neighbourhood. The issue is minor but should be checked.,low
There is an issue: a damaged electrical pole may collapse onto the road in our neighbourhood. Residents may be in danger if this is not addressed immediately.,high
Residents have reported that garbage has not been collected for several days along the roadside. Please take action soon.,medium
Please investigate because smoke from a nearby workshop is affecting residents near the public market. The issue is affecting several residents.,medium
We are experiencing a problem where repeated power interruptions are affecting many houses near the school. This problem has continued for some time.,medium
There is an occasional unpleasant smell near the market near the town centre. Please inspect it when possible.,low
We are experiencing a problem where a curb has a small damaged section along the roadside. Please arrange a normal inspection.,low
A small crack has appeared on a side road near our houses. The issue is minor but should be checked.,low
There is an issue: repeated power interruptions are affecting many houses near our houses. Residents are requesting prompt attention.,medium
Please investigate because smoke from a nearby workshop is affecting residents at the main junction. Residents are requesting prompt attention.,medium
A major water pipe has burst and is flooding nearby houses near the school. This is creating a serious safety risk.,high
Please investigate because a small puddle forms after light rain near the school. The issue is minor but should be checked.,low
Please investigate because a large sinkhole has opened near the school at the main junction. This is creating a serious safety risk.,high
There is an issue: a few garbage bags have been left near the collection point on the main road. This appears to need routine maintenance.,low
Repeated power interruptions are affecting many houses near the town centre. Please arrange repairs as soon as possible.,medium
Residents have reported that smoke from a nearby workshop is affecting residents near our houses. Please arrange repairs as soon as possible.,medium
We are experiencing a problem where one street light is dim but still working on the main road. The issue is minor but should be checked.,low
A small amount of litter is scattered near the bus stop along the roadside. This appears to need routine maintenance.,low
Several potholes are affecting vehicles on the main road close to the bus stop. Residents are requesting prompt attention.,medium
Please investigate because the roadside drain needs routine cleaning in our neighbourhood. Residents are requesting maintenance.,low
There is an issue: a small amount of litter is scattered near the bus stop near the hospital. Please arrange a normal inspection.,low
There is an issue: repeated power interruptions are affecting many houses near the public market. Please take action soon.,medium
Please investigate because sewage is overflowing into several homes near the hospital. Urgent intervention is required.,high
There is an issue: a curb has a small damaged section near our houses. Please arrange a normal inspection.,low
There is an issue: there is an occasional unpleasant smell near the market at the main junction. The issue is minor but should be checked.,low
There is an issue: the roadside drain is blocked and water is collecting on the main road. Please take action soon.,medium
We are experiencing a problem where heavy toxic smoke is affecting residents at the main junction. This is creating a serious safety risk.,high
There is an issue: a chemical spill has occurred near a residential area at the main junction. Please send an emergency response team.,high
We are experiencing a problem where a few garbage bags have been left near the collection point along the roadside. Please inspect it when possible.,low
We are experiencing a problem where one street light is dim but still working near our houses. This appears to need routine maintenance.,low
We are experiencing a problem where several street lights are not working in our neighbourhood. This problem has continued for some time.,medium
Residents have reported that the road surface is badly damaged in several places near the public market. The issue is affecting several residents.,medium
Residents have reported that repeated power interruptions are affecting many houses near our houses. Residents are requesting prompt attention.,medium
There is an issue: a large sinkhole has opened near the school along the roadside. Residents may be in danger if this is not addressed immediately.,high
A small crack has appeared on a side road near our houses. Residents are requesting maintenance.,low
Please investigate because water supply has been unavailable for two days near the school. Please take action soon.,medium
Please investigate because a curb has a small damaged section near the public market. Residents are requesting maintenance.,low
There is an issue: heavy toxic smoke is affecting residents close to the bus stop. Please send an emergency response team.,high
There is an issue: severe flooding is entering houses in the neighbourhood near our houses. Immediate action is required.,high
Please investigate because the roadside drain is blocked and water is collecting at the main junction. Residents are requesting prompt attention.,medium
We are experiencing a problem where a small puddle forms after light rain at the main junction. Please inspect it when possible.,low
Please investigate because the roadside drain needs routine cleaning near the school. Residents are requesting maintenance.,low
There is an issue: the road surface is badly damaged in several places near the school. The issue is affecting several residents.,medium
Residents have reported that a chemical spill has occurred near a residential area near the hospital. Please send an emergency response team.,high
Residents have reported that several potholes are affecting vehicles on the main road close to the bus stop. Residents are requesting prompt attention.,medium
One lamp flickers occasionally at night close to the bus stop. Residents are requesting maintenance.,low
Residents have reported that a curb has a small damaged section at the main junction. Please arrange a normal inspection.,low
The roadside drain needs routine cleaning at the main junction. Please arrange a normal inspection.,low
The roadside drain is blocked and water is collecting near our houses. Please take action soon.,medium
Severe flooding is entering houses in the neighbourhood in our neighbourhood. Please send an emergency response team.,high
Please investigate because exposed electrical wiring is sparking near pedestrians near the school. Please send an emergency response team.,high
Please investigate because a small amount of litter is scattered near the bus stop near our houses. This appears to need routine maintenance.,low
Residents have reported that a chemical spill has occurred near a residential area near the public market. This is creating a serious safety risk.,high
There is an issue: smoke from a nearby workshop is affecting residents along the roadside. The issue is affecting several residents.,medium
There is an issue: the roadside drain is blocked and water is collecting close to the bus stop. Residents are requesting prompt attention.,medium
We are experiencing a problem where a live electrical wire has fallen across the road near the hospital. This is creating a serious safety risk.,high
Residents have reported that a water pipe leak is wasting a large amount of water near the public market. The issue is affecting several residents.,medium
We are experiencing a problem where a small amount of litter is scattered near the bus stop near the hospital. Please arrange a normal inspection.,low
There is an issue: heavy toxic smoke is affecting residents along the roadside. Urgent intervention is required.,high
Please investigate because sewage is overflowing into several homes near the town centre. Residents may be in danger if this is not addressed immediately.,high
Residents have reported that a large sinkhole has opened near the school near our houses. Immediate action is required.,high
Exposed electrical wiring is sparking near pedestrians near the school. Residents may be in danger if this is not addressed immediately.,high
There is an issue: there is an occasional unpleasant smell near the market close to the bus stop. The issue is minor but should be checked.,low
Please investigate because heavy toxic smoke is affecting residents near the public market. This is creating a serious safety risk.,high
There is an issue: one street light is dim but still working along the roadside. Residents are requesting maintenance.,low
We are experiencing a problem where sewage is overflowing into several homes near the town centre. Urgent intervention is required.,high
The road surface is badly damaged in several places near the public market. Residents are requesting prompt attention.,medium
Please investigate because there is a minor leak from a public water pipe near the town centre. Please inspect it when possible.,low
