complaint_text,priority,source
We have noticed that tap water has a slight unusual smell but remains available on the main road. The issue is affecting normal use of the area.,low,v2_original
a large chemical spill is spreading across a public road close to the local clinic. Residents are requesting assistance.,high,v3_targeted_augmentation
We would like to report that floodwater is rising quickly around homes and residents cannot leave safely near our houses.,high,v3_targeted_augmentation
A local issue has developed where a water main failure has flooded the entrance to a hospital close to the bus stop. People in the area have reported the same issue.,high,v2_original
Residents have noticed that a major water pipe has burst and water is entering nearby houses near our houses. The issue has been reported by households nearby.,high,v2_original
A local issue has developed where electrical wires are sparking beside a crowded pedestrian area close to the playground.,high,v2_original
There is a problem where a shallow puddle forms after light rain near the public market.,low,v2_original
People in the area are reporting that a large section of road has collapsed beside a school entrance near the community hall. The condition becomes worse during busy periods.,high,v2_original
People living nearby have noticed that residents are experiencing repeated power cuts during the evening at the village entrance. the issue is causing significant inconvenience. Please address this issue.,medium,v3_targeted_augmentation
Residents have reported that a curb has a small chipped section outside our building. there is no immediate safety risk. Residents are requesting assistance.,low,v3_targeted_augmentation
There is a problem where repeated electricity interruptions are affecting many houses near the community hall. The issue is affecting normal use of the area.,medium,v2_original
"near our houses, one street sign is slightly damaged but still readable.",low,v3_targeted_augmentation
The situation involves a small patch of the road surface has become uneven along the roadside.,low,v2_original
"beside the public walkway, a small amount of dust is affecting one section of the road. the problem is limited to a small section. Residents are requesting assistance.",low,v3_targeted_augmentation
a street lamp flickers occasionally but remains usable at the village entrance. the service remains available despite the issue. Residents are requesting assistance.,low,v3_targeted_augmentation
Residents have noticed that a public bin is partly full but not overflowing near the school. The condition has remained unchanged since yesterday.,low,v2_original
Residents have noticed that a damaged electrical pole is leaning over a busy road near the public market.,high,v2_original
A section of road has sunk and vehicles must drive around it along the roadside. The condition becomes worse during busy periods.,medium,v2_original
The situation involves electrical wires are sparking beside a crowded pedestrian area near our houses. The problem has continued despite recent rainfall.,high,v2_original
We have noticed that sewage is spreading across a school access road close to the bus stop. Several nearby residents have raised concerns.,high,v2_original
Part of a roadside retaining wall has collapsed onto the traffic lane close to the playground. The issue has been reported by households nearby.,high,v2_original
We have noticed that tap water has a slight unusual smell but remains available in our neighbourhood.,low,v2_original
The situation involves wastewater is overflowing from a drain onto the roadside near the hospital. The issue is affecting normal use of the area.,medium,v2_original
There is a public complaint because one street sign is slightly damaged but still readable near the playground. the issue is causing only a minor inconvenience. The relevant department should investigate the problem.,low,v3_targeted_augmentation
We have noticed that a single street sign area has minor surface damage at the main junction. People in the area have reported the same issue.,low,v2_original
"near the junction, a live electrical wire is lying across a pedestrian path.",high,v3_targeted_augmentation
There is a problem where a water main failure has flooded the entrance to a hospital near the community hall.,high,v2_original
People living nearby have noticed that a curb has a small chipped section in our neighbourhood. there is no immediate safety risk. Please take the necessary action.,low,v3_targeted_augmentation
a group of street lamps is not functioning at night near the railway station.,medium,v3_targeted_augmentation
"near the public market, a public waste container has a damaged lid but can still be used. normal access to the area is still possible. Residents are requesting assistance.",low,v3_targeted_augmentation
A local issue has developed where part of a roadside retaining wall has collapsed onto the traffic lane in our neighbourhood.,high,v2_original
A local issue has developed where a major water pipe has burst and water is entering nearby houses at the main junction. The issue is affecting normal use of the area.,high,v2_original
We have noticed that tap water has a slight unusual smell but remains available along the roadside.,low,v2_original
A curb has a small chipped section at the main junction.,low,v2_original
Residents have noticed that a drain cover is slightly loose but still in place in our neighbourhood. People passing through the area are being affected.,low,v2_original
People in the area are reporting that a roadside drain is blocked and rainwater is collecting across part of the road at the main junction.,medium,v2_original
Residents report that a small amount of dust is affecting one section of the road beside the public walkway.,low,v3_targeted_augmentation
There is a problem where several potholes are making vehicles slow down on the main road close to the bus stop. The problem has continued despite recent rainfall.,medium,v2_original
The situation involves a sewer blockage is creating a strong smell across several nearby properties on the main road.,medium,v2_original
We have noticed that a water main failure has flooded the entrance to a hospital near our houses.,high,v2_original
People in the area are reporting that a roadside drain has some leaves and sediment inside it near the town centre. The issue has been reported by households nearby.,low,v2_original
Residents have noticed that water supply has been unavailable to a neighbourhood since yesterday on the main road. The issue has been reported by households nearby.,medium,v2_original
Water pressure is too low for many houses in the area near the town centre.,medium,v2_original
People in the area are reporting that several potholes are making vehicles slow down on the main road near the public market. The issue has been reported by households nearby.,medium,v2_original
The situation involves a fallen power cable is lying across a pedestrian path close to the playground.,high,v2_original
There is a public complaint because a shallow pothole has started forming on a quiet side road near the junction. the service remains available despite the issue. We would appreciate assistance with this problem.,low,v3_targeted_augmentation
We have noticed that a shallow puddle forms after light rain near the town centre. People passing through the area are being affected.,low,v2_original
People in the area are reporting that wastewater is overflowing from a drain onto the roadside near the school. The problem has continued despite recent rainfall.,medium,v2_original
We have noticed that a damaged electrical pole is leaning over a busy road near the community hall. The problem can be seen clearly from the roadside.,high,v2_original
A local issue has developed where wastewater is overflowing from a drain onto the roadside near the school. People in the area have reported the same issue.,medium,v2_original
"near the school, a drain grate is loose and makes a noise when vehicles pass. the condition should be checked before it becomes worse. Please arrange an inspection.",low,v3_targeted_augmentation
We have noticed that one lamp flickers occasionally during the evening near our houses.,low,v2_original
There is a public complaint because the road surface is badly cracked and uneven near the community centre. normal daily activities are being affected. We would appreciate assistance with this problem.,medium,v3_targeted_augmentation
We are experiencing a situation where a large chemical spill is spreading across a public road along the main road. the problem could cause a major accident. We would appreciate assistance with this problem.,high,v3_targeted_augmentation
A minor water leak is dripping from a public pipe near the community hall. The condition has remained unchanged since yesterday.,low,v2_original
We would like to report that a fallen lamp post is blocking part of the road with electrical wires attached near the community centre.,high,v3_targeted_augmentation
"in our neighbourhood, several potholes are making vehicles slow down and change direction. the situation becomes worse during rainfall. The relevant department should investigate the problem.",medium,v3_targeted_augmentation
We would like to report that a damaged electrical pole is leaning over a busy road close to the bus stop.,high,v3_targeted_augmentation
There is a problem where a public bin is partly full but not overflowing near the hospital.,low,v2_original
The situation involves an exposed electrical cable is hanging low where pedestrians can reach it in our neighbourhood.,high,v2_original
A local issue has developed where smoke from a nearby workshop is entering nearby houses in our neighbourhood. People in the area have reported the same issue.,medium,v2_original
The situation involves dense smoke from a nearby facility is causing residents to leave their homes along the roadside.,high,v2_original
Residents report that a drainage outlet is partially blocked and dirty water reaches the walkway beside the public walkway.,medium,v3_targeted_augmentation
There is a problem where a roadside drain is blocked and rainwater is collecting across part of the road on the main road. The problem has continued despite recent rainfall.,medium,v2_original
We would like to report that floodwater has entered several houses and is continuing to rise along the main road.,high,v3_targeted_augmentation
a drain grate is loose and makes a noise when vehicles pass near the community centre.,low,v3_targeted_augmentation
People living nearby have noticed that a public area has accumulated a large amount of uncollected rubbish beside the public road. normal daily activities are being affected. Please take the necessary action.,medium,v3_targeted_augmentation
Residents report that a street lamp flickers occasionally but remains usable in the residential area.,low,v3_targeted_augmentation
Residents have noticed that a minor water leak is dripping from a public pipe near the public market.,low,v2_original
A local issue has developed where a few garbage bags are waiting at the normal collection point near the town centre.,low,v2_original
People in the area are reporting that a few garbage bags are waiting at the normal collection point near the school.,low,v2_original
Residents have noticed that a chemical liquid has leaked onto a public road beside residential buildings along the roadside.,high,v2_original
A local issue has developed where a fallen power cable is lying across a pedestrian path in our neighbourhood.,high,v2_original
We have noticed that construction dust is affecting nearby shops and homes throughout the day in our neighbourhood.,medium,v2_original
The community would like to report that a minor water leak is dripping slowly from a public pipe in our neighbourhood. the issue is causing only a minor inconvenience. Residents are requesting assistance.,low,v3_targeted_augmentation
The community would like to report that a damaged electrical pole is leaning over a busy road beside the public walkway. residents may need emergency assistance.,high,v3_targeted_augmentation
Residents have reported that a strong chemical release is affecting people in nearby homes close to the bus stop. someone could be seriously injured if the area is not secured immediately. Please take the necessary action.,high,v3_targeted_augmentation
There is a problem where the road surface is damaged in several places and motorcycles are having difficulty passing at the main junction.,medium,v2_original
There is a problem where there is a small amount of dust near a construction site close to the playground.,low,v2_original
We are experiencing a situation where a damaged power pole appears ready to fall onto passing vehicles near the public market. residents are at risk of serious injury.,high,v3_targeted_augmentation
The situation involves one street lamp is dim but still provides some light near the town centre. People in the area have reported the same issue.,low,v2_original
Residents report that a strong chemical release is affecting people in nearby homes at the village entrance.,high,v3_targeted_augmentation
Residents report that one street sign is slightly damaged but still readable at the village entrance.,low,v3_targeted_augmentation
There is a problem where a public bin is partly full but not overflowing close to the bus stop. The issue is affecting normal use of the area.,low,v2_original
Residents have noticed that construction dust is affecting nearby shops and homes throughout the day along the roadside. Residents noticed the problem this morning.,medium,v2_original
There is a problem where several potholes are making vehicles slow down on the main road close to the playground.,medium,v2_original
There is a problem where thick smoke is causing breathing difficulty among nearby residents at the main junction. People passing through the area are being affected.,high,v2_original
The situation involves repeated electricity interruptions are affecting many houses on the main road.,medium,v2_original
The situation involves a chemical liquid has leaked onto a public road beside residential buildings near the public market.,high,v2_original
We have noticed that floodwater has entered houses and is continuing to rise close to the bus stop. The issue has been reported by households nearby.,high,v2_original
People in the area are reporting that a small patch of the road surface has become uneven in our neighbourhood.,low,v2_original
There is a problem where sewage is flowing into several homes from an overflowing manhole near the public market. The condition has remained unchanged since yesterday.,high,v2_original
Residents have noticed that a public bin is partly full but not overflowing near the community hall. People passing through the area are being affected.,low,v2_original
We would like to report that one household is experiencing slightly reduced water pressure near our houses.,low,v3_targeted_augmentation
A local issue has developed where a public bin is partly full but not overflowing near the town centre. The issue is affecting normal use of the area.,low,v2_original
Residents have reported that a small amount of dust is affecting one section of the road near the community centre. there is no immediate safety risk. The relevant department should investigate the problem.,low,v3_targeted_augmentation
There is a problem where smoke from a nearby workshop is entering nearby houses at the main junction. The issue has been reported by households nearby.,medium,v2_original
a sewer blockage is producing a strong smell across nearby properties beside the public road. the area can still be used but with difficulty. Please send the responsible team.,medium,v3_targeted_augmentation
We have noticed that there is a small amount of dust near a construction site near the hospital.,low,v2_original
There is a problem where thick smoke is causing breathing difficulty among nearby residents close to the bus stop.,high,v2_original
A small crack has appeared along the edge of a side road near the town centre. People passing through the area are being affected.,low,v2_original
People in the area are reporting that a sewer blockage is creating a strong smell across several nearby properties near the public market. The condition has remained unchanged since yesterday.,medium,v2_original
People in the area are reporting that a single street sign area has minor surface damage near our houses. The problem can be seen clearly from the roadside.,low,v2_original
One street lamp is dim but still provides some light on the main road. The issue has been reported by households nearby.,low,v2_original
A local issue has developed where a roadside drain has some leaves and sediment inside it near our houses. The issue is affecting normal use of the area.,low,v2_original
One street lamp is dim but still provides some light close to the bus stop.,low,v2_original
Residents have noticed that tap water has a slight unusual smell but remains available near the town centre. The problem has continued despite recent rainfall.,low,v2_original
The situation involves a fallen power cable is lying across a pedestrian path near the town centre. Residents noticed the problem this morning.,high,v2_original
People in the area are reporting that a small crack has appeared along the edge of a side road at the main junction. The problem has continued despite recent rainfall.,low,v2_original
Residents have noticed that part of a roadside retaining wall has collapsed onto the traffic lane in our neighbourhood. Several nearby residents have raised concerns.,high,v2_original
The community would like to report that residents are experiencing repeated power cuts during the evening along the main road. the problem has continued for more than a day. Please address this issue.,medium,v3_targeted_augmentation
floodwater is rising quickly around homes and residents cannot leave safely near the community centre. residents are at risk of serious injury. Residents are requesting assistance.,high,v3_targeted_augmentation
The situation involves a section of road has sunk and vehicles must drive around it near the public market. The problem has continued despite recent rainfall.,medium,v2_original
There is a public complaint because garbage collection has been missed for several days and waste is accumulating outside the hospital. several residents are affected by the problem. Please inspect the issue.,medium,v3_targeted_augmentation
"close to the local clinic, a roadside drain contains some leaves but water can still pass. the issue is noticeable but not currently dangerous. The relevant department should investigate the problem.",low,v3_targeted_augmentation
The situation involves a major water pipe has burst and water is entering nearby houses close to the playground. The problem can be seen clearly from the roadside.,high,v2_original
a drain grate is loose and makes a noise when vehicles pass near the school.,low,v3_targeted_augmentation
We have noticed that a large public waste bin is overflowing onto the pavement near our houses. The issue is affecting normal use of the area.,medium,v2_original
Residents report that part of a roadside retaining wall has collapsed onto the traffic lane along the main road.,high,v3_targeted_augmentation
There is a problem where a water main failure has flooded the entrance to a hospital near the hospital.,high,v2_original
Residents have noticed that garbage collection has been missed for several days and waste is accumulating near the town centre. Residents noticed the problem this morning.,medium,v2_original
People living nearby have noticed that floodwater is rising quickly around homes and residents cannot leave safely near the school. someone could be seriously injured if the area is not secured immediately. Please take the necessary action.,high,v3_targeted_augmentation
Residents have noticed that a few garbage bags are waiting at the normal collection point near the town centre. People in the area have reported the same issue.,low,v2_original
a section of road has sunk and vehicles must drive around it outside the school. the area can still be used but with difficulty. Please send the responsible team.,medium,v3_targeted_augmentation
The situation involves electrical wires are sparking beside a crowded pedestrian area near the community hall. People passing through the area are being affected.,high,v2_original
We are experiencing a situation where one street sign is slightly damaged but still readable near the hospital. residents can still use the area normally. Please arrange an inspection.,low,v3_targeted_augmentation
a small patch of road surface has become uneven near the school.,low,v3_targeted_augmentation
People in the area are reporting that water supply has been unavailable to a neighbourhood since yesterday near the hospital.,medium,v2_original
People in the area are reporting that a curb has a small chipped section near our houses. The condition becomes worse during busy periods.,low,v2_original
A local issue has developed where dense smoke from a nearby facility is causing residents to leave their homes close to the playground.,high,v2_original
A local issue has developed where a small crack has appeared along the edge of a side road near the town centre.,low,v2_original
We are experiencing a situation where a deep hole has opened across most of the traffic lane close to the local clinic. residents are at risk of serious injury. We would appreciate assistance with this problem.,high,v3_targeted_augmentation
People in the area are reporting that smoke from a nearby workshop is entering nearby houses near the hospital.,medium,v2_original
a shallow pothole has started forming on a quiet side road outside our building. the issue is causing only a minor inconvenience. Please address this issue.,low,v3_targeted_augmentation
People living nearby have noticed that a drain grate is loose and makes a noise when vehicles pass in our neighbourhood. the issue is causing only a minor inconvenience. Please take the necessary action.,low,v3_targeted_augmentation
A local issue has developed where a water pipe is leaking continuously and a large amount of water is being wasted near the community hall. The condition becomes worse during busy periods.,medium,v2_original
"in the residential area, the road surface is badly cracked and uneven. the problem has continued for more than a day. Residents are requesting assistance.",medium,v3_targeted_augmentation
We have noticed that a curb has a small chipped section near the town centre. The issue is affecting normal use of the area.,low,v2_original
Floodwater has entered houses and is continuing to rise at the main junction. The problem has continued despite recent rainfall.,high,v2_original
People living nearby have noticed that a public bin is partly full but is not overflowing close to the bus stop. the service remains available despite the issue. Please take the necessary action.,low,v3_targeted_augmentation
The situation involves sewage is flowing into several homes from an overflowing manhole near the public market.,high,v2_original
Residents have noticed that a fallen power cable is lying across a pedestrian path at the main junction. The condition has remained unchanged since yesterday.,high,v2_original
Residents have noticed that a shallow puddle forms after light rain close to the bus stop.,low,v2_original
We would like to report that a public waste container has a damaged lid but can still be used at the village entrance.,low,v3_targeted_augmentation
A local issue has developed where one lamp flickers occasionally during the evening near the town centre. People passing through the area are being affected.,low,v2_original
There is a problem where construction dust is affecting nearby shops and homes throughout the day in our neighbourhood. People in the area have reported the same issue.,medium,v2_original
Residents have noticed that a small crack has appeared along the edge of a side road in our neighbourhood. The condition has remained unchanged since yesterday.,low,v2_original
There is a problem where a shallow puddle forms after light rain near the school. The condition has remained unchanged since yesterday.,low,v2_original
We have noticed that a single street sign area has minor surface damage near the hospital. The problem can be seen clearly from the roadside.,low,v2_original
The situation involves a minor water leak is dripping from a public pipe close to the playground. People in the area have reported the same issue.,low,v2_original
People in the area are reporting that a shallow puddle forms after light rain close to the bus stop. The condition has remained unchanged since yesterday.,low,v2_original
There is a public complaint because sewage is flowing into homes from an overflowing manhole close to the town centre. the problem could cause a major accident. Please send the responsible team.,high,v3_targeted_augmentation
The situation involves water supply has been unavailable to a neighbourhood since yesterday near our houses. The issue has been reported by households nearby.,medium,v2_original
Residents have noticed that part of a roadside retaining wall has collapsed onto the traffic lane near the hospital.,high,v2_original
People in the area are reporting that wastewater is overflowing from a drain onto the roadside close to the bus stop.,medium,v2_original
The situation involves a public bin is partly full but not overflowing near the community hall. The condition has remained unchanged since yesterday.,low,v2_original
a roadside drain contains some leaves but water can still pass beside the public walkway. We would appreciate assistance with this problem.,low,v3_targeted_augmentation
A fallen power cable is lying across a pedestrian path on the main road.,high,v2_original
A local issue has developed where a water main failure has flooded the entrance to a hospital near the hospital.,high,v2_original
There is a problem where a minor water leak is dripping from a public pipe near the hospital. The condition has remained unchanged since yesterday.,low,v2_original
We would like to report that a chemical liquid has spilled near houses and is producing strong fumes beside the public road.,high,v3_targeted_augmentation
A local issue has developed where smoke from a nearby workshop is entering nearby houses in our neighbourhood.,medium,v2_original
A local issue has developed where a sewer blockage is creating a strong smell across several nearby properties on the main road.,medium,v2_original
Residents have noticed that thick smoke is causing breathing difficulty among nearby residents near the town centre.,high,v2_original
We are experiencing a situation where garbage collection has been missed for several days and waste is accumulating outside the school. the situation becomes worse during rainfall. Residents are requesting assistance.,medium,v3_targeted_augmentation
We have noticed that sewage is spreading across a school access road in our neighbourhood. The problem can be seen clearly from the roadside.,high,v2_original
The situation involves a few garbage bags are waiting at the normal collection point near the community hall. The problem has continued despite recent rainfall.,low,v2_original
The situation involves a major water pipe has burst and water is entering nearby houses near the hospital.,high,v2_original
The community would like to report that electrical wires are sparking beside a crowded public area outside the hospital. residents are at risk of serious injury. Please address this issue.,high,v3_targeted_augmentation
The situation involves a roadside drain has some leaves and sediment inside it near the hospital. The condition becomes worse during busy periods.,low,v2_original
The situation involves dense smoke from a nearby facility is causing residents to leave their homes near the community hall.,high,v2_original
We would like to report that sewage is flowing into homes from an overflowing manhole beside the public walkway.,high,v3_targeted_augmentation
Residents have noticed that a minor water leak is dripping from a public pipe at the main junction. Several nearby residents have raised concerns.,low,v2_original
People in the area are reporting that a large section of road has collapsed beside a school entrance along the roadside.,high,v2_original
Residents have reported that a large chemical spill is spreading across a public road close to the bus stop. the area should be secured immediately. Please send the responsible team.,high,v3_targeted_augmentation
A local issue has developed where water pressure is too low for many houses in the area near the community hall. The issue is affecting normal use of the area.,medium,v2_original
A local issue has developed where sewage is flowing into several homes from an overflowing manhole near the school.,high,v2_original
We would like to report that one street sign is slightly damaged but still readable in the residential area.,low,v3_targeted_augmentation
There is a public complaint because a fallen lamp post is blocking part of the road with electrical wires attached beside the public walkway. someone could be seriously injured if the area is not secured immediately.,high,v3_targeted_augmentation
There is a problem where a sewer blockage is creating a strong smell across several nearby properties on the main road.,medium,v2_original
The situation involves a fallen power cable is lying across a pedestrian path close to the bus stop.,high,v2_original
A local issue has developed where a major water pipe has burst and water is entering nearby houses close to the playground. The condition becomes worse during busy periods.,high,v2_original
We have noticed that a sewer blockage is creating a strong smell across several nearby properties near the school. The condition becomes worse during busy periods.,medium,v2_original
Residents have noticed that a roadside drain has some leaves and sediment inside it close to the playground.,low,v2_original
There is a public complaint because a public area has accumulated a large amount of uncollected rubbish along the main road. the issue is disrupting normal use of the area.,medium,v3_targeted_augmentation
The situation involves a few garbage bags are waiting at the normal collection point in our neighbourhood. People in the area have reported the same issue.,low,v2_original
Residents report that an overflowing public bin is spreading waste across the surrounding area outside the school.,medium,v3_targeted_augmentation
There is a problem where there is a small amount of dust near a construction site on the main road. The problem has continued despite recent rainfall.,low,v2_original
People in the area are reporting that an exposed electrical cable is hanging low where pedestrians can reach it in our neighbourhood. The condition becomes worse during busy periods.,high,v2_original
Sewage is flowing into several homes from an overflowing manhole near the town centre. The issue has been reported by households nearby.,high,v2_original
We are experiencing a situation where a small crack has appeared along the edge of the road near the school. there is no immediate safety risk. Please send the responsible team.,low,v3_targeted_augmentation
Residents have noticed that a large section of road has collapsed beside a school entrance near the hospital. The problem can be seen clearly from the roadside.,high,v2_original
Residents have noticed that the road surface is damaged in several places and motorcycles are having difficulty passing close to the bus stop. The condition becomes worse during busy periods.,medium,v2_original
A local issue has developed where floodwater has entered houses and is continuing to rise near the community hall.,high,v2_original
A local issue has developed where water supply has been unavailable to a neighbourhood since yesterday at the main junction. Several nearby residents have raised concerns.,medium,v2_original
People in the area are reporting that one lamp flickers occasionally during the evening in our neighbourhood. People passing through the area are being affected.,low,v2_original
a water pipe is leaking continuously and wasting a large amount of water along the main road. Residents are requesting assistance.,medium,v3_targeted_augmentation
The situation involves a large section of road has collapsed beside a school entrance near the hospital.,high,v2_original
We have noticed that dense smoke from a nearby facility is causing residents to leave their homes near the community hall.,high,v2_original
a group of street lamps is not functioning at night close to the bus stop. multiple households have reported the same problem.,medium,v3_targeted_augmentation
A local issue has developed where a fallen power cable is lying across a pedestrian path near the town centre. The problem can be seen clearly from the roadside.,high,v2_original
electrical wires are sparking beside a crowded public area near the public market. public access to the area is unsafe. Please send the responsible team.,high,v3_targeted_augmentation
People in the area are reporting that a minor water leak is dripping from a public pipe in our neighbourhood. People passing through the area are being affected.,low,v2_original
People in the area are reporting that a shallow puddle forms after light rain near the public market. The issue has been reported by households nearby.,low,v2_original
Residents have noticed that wastewater is overflowing from a drain onto the roadside near the hospital. People passing through the area are being affected.,medium,v2_original
A local issue has developed where one lamp flickers occasionally during the evening near the town centre.,low,v2_original
The community would like to report that a sewer blockage is producing a strong smell across nearby properties near the hospital. the issue is disrupting normal use of the area. Please address this issue.,medium,v3_targeted_augmentation
Residents have reported that a public bin is partly full but is not overflowing at the village entrance. there is no immediate safety risk. Please arrange an inspection.,low,v3_targeted_augmentation
"near the playground, a public waste container has a damaged lid but can still be used. the issue is causing only a minor inconvenience.",low,v3_targeted_augmentation
A large public waste bin is overflowing onto the pavement near the hospital. Residents noticed the problem this morning.,medium,v2_original
There is a problem where a small crack has appeared along the edge of a side road along the roadside. People in the area have reported the same issue.,low,v2_original
People living nearby have noticed that a damaged power pole appears ready to fall onto passing vehicles close to the town centre. the problem could cause a major accident. Please arrange an inspection.,high,v3_targeted_augmentation
The situation involves one street lamp is dim but still provides some light close to the bus stop.,low,v2_original
There is a problem where a few garbage bags are waiting at the normal collection point close to the bus stop. Several nearby residents have raised concerns.,low,v2_original
There is a problem where several potholes are making vehicles slow down on the main road on the main road.,medium,v2_original
We have noticed that thick smoke is causing breathing difficulty among nearby residents near the town centre. Residents noticed the problem this morning.,high,v2_original
We are experiencing a situation where part of a roadside retaining wall has collapsed onto the traffic lane beside the public walkway. residents are at risk of serious injury. Please arrange an inspection.,high,v3_targeted_augmentation
A local issue has developed where a deep hole has opened across most of the traffic lane near a blind bend at the main junction.,high,v2_original
There is a problem where thick smoke is causing breathing difficulty among nearby residents near the hospital. The condition becomes worse during busy periods.,high,v2_original
a strong chemical release is affecting people in nearby homes near our houses. Residents are requesting assistance.,high,v3_targeted_augmentation
People in the area are reporting that one street lamp is dim but still provides some light along the roadside. The condition has remained unchanged since yesterday.,low,v2_original
People living nearby have noticed that a shallow pothole has started forming on a quiet side road beside the public road. the problem is limited to a small section. Please inspect the issue.,low,v3_targeted_augmentation
We are experiencing a situation where a major road section has collapsed and vehicles are approaching the damaged area close to the town centre. urgent intervention is required. The relevant department should investigate the problem.,high,v3_targeted_augmentation
A local issue has developed where a small crack has appeared along the edge of a side road near our houses.,low,v2_original
A roadside drain has some leaves and sediment inside it in our neighbourhood. People in the area have reported the same issue.,low,v2_original
The community would like to report that a major road section has collapsed and vehicles are approaching the damaged area outside the school. the situation presents an immediate danger to the public. Please address this issue.,high,v3_targeted_augmentation
People in the area are reporting that a drain cover is slightly loose but still in place close to the playground. The condition becomes worse during busy periods.,low,v2_original
Residents have noticed that a damaged electrical pole is leaning over a busy road near the public market. Residents noticed the problem this morning.,high,v2_original
There is a problem where a small crack has appeared along the edge of a side road near the school. Residents noticed the problem this morning.,low,v2_original
A water main failure has flooded the entrance to a hospital close to the playground.,high,v2_original
the road surface is badly cracked and uneven beside the public road. the area can still be used but with difficulty. The relevant department should investigate the problem.,medium,v3_targeted_augmentation
There is a problem where construction dust is affecting nearby shops and homes throughout the day along the roadside. People passing through the area are being affected.,medium,v2_original
"near the community centre, a public waste container has a damaged lid but can still be used.",low,v3_targeted_augmentation
A local issue has developed where a small amount of litter is scattered near a bus stop near the community hall.,low,v2_original
There is a problem where a drain cover is slightly loose but still in place near the community hall.,low,v2_original
A local issue has developed where a few garbage bags are waiting at the normal collection point on the main road.,low,v2_original
Repeated electricity interruptions are affecting many houses close to the playground. Residents noticed the problem this morning.,medium,v2_original
Residents have noticed that water pressure is too low for many houses in the area near the public market. The condition becomes worse during busy periods.,medium,v2_original
There is a problem where water supply has been unavailable to a neighbourhood since yesterday in our neighbourhood.,medium,v2_original
Electrical wires are sparking beside a crowded pedestrian area close to the playground.,high,v2_original
part of a roadside retaining wall has collapsed onto the traffic lane close to the bus stop. the situation presents an immediate danger to the public. The relevant department should investigate the problem.,high,v3_targeted_augmentation
The road surface is damaged in several places and motorcycles are having difficulty passing along the roadside.,medium,v2_original
There is a public complaint because a shallow puddle forms after light rain near the railway station. the problem is limited to a small section. The relevant department should investigate the problem.,low,v3_targeted_augmentation
smoke from a nearby workshop is regularly entering nearby houses near our houses. the problem should be addressed before it becomes dangerous. Please address this issue.,medium,v3_targeted_augmentation
Residents have noticed that a damaged electrical pole is leaning over a busy road near the town centre. The condition has remained unchanged since yesterday.,high,v2_original
There is a problem where wastewater is overflowing from a drain onto the roadside on the main road.,medium,v2_original
There is a problem where there is a small amount of dust near a construction site near the hospital.,low,v2_original
People in the area are reporting that a damaged electrical pole is leaning over a busy road close to the playground. The problem has continued despite recent rainfall.,high,v2_original
Residents have noticed that a damaged electrical pole is leaning over a busy road near our houses. People passing through the area are being affected.,high,v2_original
Residents report that one household is experiencing slightly reduced water pressure close to the bus stop.,low,v3_targeted_augmentation
The situation involves a roadside drain is blocked and rainwater is collecting across part of the road near the town centre. The problem has continued despite recent rainfall.,medium,v2_original
A local issue has developed where several potholes are making vehicles slow down on the main road on the main road. Residents noticed the problem this morning.,medium,v2_original
a small amount of rubbish has been left near a public bin near the hospital. normal access to the area is still possible. We would appreciate assistance with this problem.,low,v3_targeted_augmentation
People in the area are reporting that sewage is spreading across a school access road near the public market. Residents noticed the problem this morning.,high,v2_original
We have noticed that a few garbage bags are waiting at the normal collection point near the school.,low,v2_original
There is a public complaint because a section of road has sunk and vehicles must drive around it near our houses. the issue is causing significant inconvenience. We would appreciate assistance with this problem.,medium,v3_targeted_augmentation
Residents report that a small amount of dust is affecting one section of the road outside our building.,low,v3_targeted_augmentation
We have noticed that a shallow puddle forms after light rain near our houses. The problem has continued despite recent rainfall.,low,v2_original
Residents report that thick black smoke is filling nearby houses and residents are struggling to breathe outside the hospital.,high,v3_targeted_augmentation
Residents have reported that a large chemical spill is spreading across a public road near the public market. residents may need emergency assistance. Please send the responsible team.,high,v3_targeted_augmentation
People living nearby have noticed that water supply has been unavailable to several houses since yesterday close to the bus stop. the problem has continued for more than a day.,medium,v3_targeted_augmentation
People in the area are reporting that floodwater has entered houses and is continuing to rise on the main road. The problem has continued despite recent rainfall.,high,v2_original
Residents report that residents are experiencing repeated power cuts during the evening outside the school.,medium,v3_targeted_augmentation
a high-voltage cable has fallen beside a public walkway outside the school.,high,v3_targeted_augmentation
The community would like to report that tap water has a slight unusual smell but remains available beside the public walkway. the issue is causing only a minor inconvenience. Please take the necessary action.,low,v3_targeted_augmentation
"in the residential area, dense smoke is causing breathing difficulty among nearby residents. someone could be seriously injured if the area is not secured immediately. Please address this issue.",high,v3_targeted_augmentation
The situation involves a few garbage bags are waiting at the normal collection point near the public market.,low,v2_original
A local issue has developed where a damaged electrical pole is leaning over a busy road in our neighbourhood. People in the area have reported the same issue.,high,v2_original
A local issue has developed where a shallow puddle forms after light rain near the school. Several nearby residents have raised concerns.,low,v2_original
There is a problem where electrical wires are sparking beside a crowded pedestrian area near our houses.,high,v2_original
A local issue has developed where a damaged electrical pole is leaning over a busy road near our houses.,high,v2_original
Sewage is flowing into several homes from an overflowing manhole near the hospital.,high,v2_original
The situation involves a water main failure has flooded the entrance to a hospital on the main road.,high,v2_original
